"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Erythrina verna",1316170089,-22.983333,-48.433333,"gass84",23426198,189,120,64,2247,274,88,186,215,159,215,159,1317,227,35,61,621,120,621,120
"2",2,"Erythrina verna",1213670753,-14.198333,-49.292222,"gass84,iddatunl",21603137,258,106,69,726,332,179,153,259,252,266,247,1658,324,2,84,871,15,198,30
"3",3,"Erythrina verna",1077247618,-14.710833,-42.5525,"gass84,iddatunl",21715619,210,110,73,1276,279,130,149,218,191,220,191,888,199,2,93,540,7,352,15
"4",4,"Erythrina verna",1796953394,-22.0806,-42.4053,"gass84",23236263,203,110,60,2126,291,110,181,226,177,228,174,1488,268,19,70,715,78,639,100
"5",6,"Erythrina verna",1213651429,-21.198611,-47.735556,"gass84",23054695,213,125,67,1958,287,101,186,231,184,231,183,1519,273,26,69,747,97,747,119
"6",7,"Erythrina verna",1135822153,-16.559278,-57.548361,"gass84",22095419,257,123,65,1837,342,155,187,270,236,272,228,1272,225,18,66,606,65,575,102
"7",8,"Erythrina verna",1717050560,-22.905556,-47.060833,"cdround,gass84,rdatm",23408951,193,116,63,2379,272,89,183,218,160,218,160,1315,223,26,64,632,102,574,102
"8",10,"Erythrina verna",1089094630,-15.31,-48.1,"gass84",21836446,232,103,69,879,300,152,148,234,224,239,217,1380,274,5,79,689,22,188,36
"9",11,"Erythrina verna",1213632053,-15.516667,-48.166667,"gass84",21879644,226,104,70,898,293,146,147,228,217,233,211,1415,274,5,79,691,24,194,39
"10",12,"Erythrina verna",1090875142,-20.7636,-41.5331,"gass84",22968444,226,117,64,1933,315,133,182,243,202,249,200,1148,206,23,64,558,77,405,97
"11",13,"Erythrina verna",1424258701,-18.776944,-40.443889,"cdround,gass84",22553750,236,103,68,1510,310,160,150,247,215,255,215,1147,181,34,55,519,120,369,120
