"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Cupania concolor",1135948397,-22.606,-43.9423,"gass84,iddatunl,preswcd",23348546,206,115,61,2217,295,109,186,232,178,233,177,1364,235,23,66,658,85,596,101
"2",2,"Cupania concolor",1135948383,-22.5959,-44.1389,"gass84,iddatunl,preswcd",23348541,203,115,61,2282,290,102,188,230,172,231,172,1401,249,19,71,697,75,651,75
"3",3,"Cupania concolor",1089103690,-23.3715,-45.3099,"gass84,iddatunl",23504033,167,104,59,2217,244,69,175,193,137,195,137,1670,269,39,59,765,146,733,146
"4",4,"Cupania concolor",1234545557,-22.640833,-44.726944,"gass84,iddatunl",23357167,186,121,62,2289,269,75,194,212,154,213,154,1499,266,23,72,748,83,699,83
"5",5,"Cupania concolor",1086911218,-24.053056,-49.067222,"gass84",23650823,190,114,58,2697,280,86,194,221,155,221,152,1279,182,49,42,514,176,514,197
"6",7,"Cupania concolor",1086907272,-23.540556,-48.784167,"gass84",23538510,201,120,63,2376,289,100,189,229,170,229,169,1198,192,34,54,531,125,531,147
"7",8,"Cupania concolor",1086908498,-22.238889,-49.079444,"gass84",23270663,208,126,64,2392,294,100,194,235,176,235,175,1185,212,26,63,573,108,573,126
"8",9,"Cupania concolor",1424269853,-22.555833,-43.471111,"cdround,gass84",23339917,189,100,59,2049,269,102,167,214,163,216,163,1689,272,40,59,761,137,695,137
"9",11,"Cupania concolor",1086889158,-19.916667,-49.533333,"gass84",22795452,240,130,68,1815,320,129,191,255,214,255,212,1247,242,12,78,659,47,592,67
"10",12,"Cupania concolor",1424286824,-22.433333,-42.833333,"cdround,gass84",23314013,220,101,59,2218,303,132,171,246,191,248,191,1499,246,34,59,665,116,610,116
"11",13,"Cupania concolor",1228279788,-35.3869,-64.9208,"gass84",26000522,161,159,49,5721,333,11,322,225,87,235,87,576,80,14,51,229,46,218,46
"12",15,"Cupania concolor",1228204379,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
