"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Algernonia leandrii",1424371041,-22.508333,-42.711667,"cdround,gass84,rdatm",23331295,231,94,57,2184,311,148,163,257,203,259,203,1321,204,35,53,553,115,515,115
"2",2,"Algernonia leandrii",1424371062,-22.491389,-42.728611,"cdround,gass84",23322655,231,96,58,2171,311,147,164,256,202,259,202,1341,210,34,55,570,112,529,112
"3",3,"Algernonia leandrii",1086908999,-24.182778,-46.7925,"gass84",23676797,228,79,52,2391,300,149,151,259,198,259,198,2110,288,81,42,840,262,840,262
"4",4,"Algernonia leandrii",1090886722,-20.716667,-41.216667,"gass84",22959811,241,109,63,1892,327,155,172,258,218,264,216,1091,185,25,58,511,92,349,110
"5",5,"Algernonia leandrii",1424247830,-22.566667,-42.233333,"cdround,gass84",23339947,232,82,58,1894,301,160,141,247,208,257,208,1076,164,35,45,428,112,367,112
"6",6,"Algernonia leandrii",1086913672,-22.738889,-45.590833,"gass84",23374426,135,109,62,2248,209,34,175,158,105,159,102,1868,325,34,66,907,136,837,155
"7",7,"Algernonia leandrii",1087630413,-16.405194,-40.056083,"gass84",22061279,211,96,67,1548,280,138,142,223,195,229,188,1052,126,59,26,363,197,303,199
"8",8,"Algernonia leandrii",1423911075,-22.558611,-42.906667,"cdround,cudc,cuiv,gass84",23339931,232,93,57,2224,312,149,163,259,203,261,203,1383,204,39,52,569,125,544,125
"9",12,"Algernonia leandrii",1097063856,-22.557586,-42.28775,"cdround",23339946,231,84,58,1909,301,158,143,246,206,256,206,1099,168,34,47,439,111,382,111
"10",13,"Algernonia leandrii",1802956069,-22.966667,-43.233333,"gass84",23426323,225,79,56,2000,296,155,141,250,201,252,201,1405,170,60,33,487,194,479,194
"11",14,"Algernonia leandrii",1424176943,-22.5,-42.25,"gass84",23331307,232,84,58,1909,302,158,144,247,207,257,207,1101,170,34,47,442,111,381,111
"12",15,"Algernonia leandrii",1097368407,-22.9066598189953,-43.2076685467098,"cdrep",23409044,233,73,55,1932,300,169,131,259,209,259,209,1246,146,53,35,437,165,437,165
"13",16,"Algernonia leandrii",1228587824,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
"14",17,"Algernonia leandrii",1144582195,-22.48222,-42.9125,"gass84,rdativ",23322651,210,101,58,2232,294,121,173,237,181,239,181,1595,265,38,59,712,127,649,127
"15",18,"Algernonia leandrii",1087384415,-23.591,-45.42925,"gass84,iddatunl",23555870,219,85,54,2232,289,134,155,245,189,247,189,2069,278,69,43,799,237,789,237
"16",19,"Algernonia leandrii",1090418124,-14.166667,-39,"gass84",21603385,247,63,64,1008,296,199,97,241,242,259,233,2327,245,139,20,726,447,561,638
