"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Annona dolabripetala",1213518064,-14.7,-39.6,"gass84",21707050,210,73,65,1162,265,153,112,219,205,223,193,1222,143,67,23,374,228,328,295
"2",2,"Annona dolabripetala",1090577502,-23.337222,-44.835,"gass84",23504044,226,96,57,2191,305,138,167,252,198,255,198,2405,305,95,41,911,296,902,296
"3",3,"Annona dolabripetala",1587291418,-20.301681,-43.932508,"gass84",22873346,181,121,67,1847,261,81,180,197,158,201,154,1529,336,13,84,839,45,653,58
"4",4,"Annona dolabripetala",1090658341,-19.47,-43.983083,"gass84",22700545,219,122,67,1712,298,116,182,233,200,237,195,1310,298,6,89,744,24,544,40
"5",6,"Annona dolabripetala",1097024948,-22.4846538101101,-42.204298943472,"cdrep",23322668,230,86,58,1901,301,155,146,245,205,255,205,1128,177,34,48,460,111,393,111
"6",7,"Annona dolabripetala",1423916059,-23.380556,-45.078611,"cdround,gass84,preneglat,preneglon",23512679,219,96,56,2253,298,128,170,246,189,248,189,2582,346,86,45,1018,287,981,287
"7",8,"Annona dolabripetala",1090575807,-23.373498,-45.080223,"gass84",23504039,182,105,59,2212,261,84,177,208,152,210,152,1969,290,56,54,857,188,820,188
"8",9,"Annona dolabripetala",1087505958,-23.425767,-45.247067,"gass84,iddatunl",23521315,172,103,59,2205,249,76,173,198,142,200,142,1831,283,49,56,814,172,783,172
"9",10,"Annona dolabripetala",1097686500,-14.7703,-39.2028,"gass84,iddatunl",21724340,244,65,62,955,294,190,104,252,242,255,230,1604,185,92,19,475,308,446,398
"10",11,"Annona dolabripetala",1087533068,-13.944722,-41.058333,"gass84,iddatunl",21551495,241,103,71,1376,306,162,144,251,225,254,219,613,132,4,79,321,22,229,24
"11",13,"Annona dolabripetala",1324590905,-13.944722,-40.109417,"gass84",21551518,212,77,65,1330,270,153,117,223,204,227,193,861,118,40,32,302,140,256,163
"12",14,"Annona dolabripetala",1097082164,-15.5565,-39.49528,"gass84,iddatunl",21888493,238,78,66,1273,294,177,117,244,233,252,219,1073,133,63,24,335,209,261,236
"13",16,"Annona dolabripetala",1424226471,-17.146667,-39.364722,"cdround,gass84,rdatm",22216816,244,80,65,1357,305,182,123,255,236,260,224,1089,137,65,22,340,233,242,253
"14",17,"Annona dolabripetala",1094768819,-11.759167,-37.851389,"gass84,iddatunl",21102292,240,89,67,1492,308,177,131,236,252,256,219,1328,203,56,44,540,196,247,441
"15",18,"Annona dolabripetala",1090567623,-22.8164,-45.1925,"gass84",23391716,200,116,62,2277,281,94,187,226,168,226,168,1323,228,20,68,636,76,618,76
"16",19,"Annona dolabripetala",1089043772,-22.272,-44.4654,"gass84",23279413,177,124,62,2246,260,63,197,202,146,203,146,1570,282,19,75,805,72,721,72
"17",20,"Annona dolabripetala",1094752086,-14.8,-39.166667,"gass84,iddatunl",21732980,243,65,62,979,293,189,104,251,241,255,228,1573,182,91,19,466,302,441,387
"18",21,"Annona dolabripetala",1440662744,-20.716667,-42.016667,"cdround,gass84,rdatm",22959792,210,129,65,2049,302,105,197,228,183,234,182,1237,226,20,71,629,64,483,83
"19",22,"Annona dolabripetala",1094736494,-13.5,-39.7,"gass84",21465128,217,70,64,1270,273,164,109,228,210,232,199,1157,123,63,18,325,230,305,325
"20",23,"Annona dolabripetala",1424176567,-22.5,-42.25,"gass84",23331307,232,84,58,1909,302,158,144,247,207,257,207,1101,170,34,47,442,111,381,111
"21",24,"Annona dolabripetala",1098940225,-15.866667,-47.85,"gass84,iddatunl",21948772,211,113,71,1062,280,123,157,216,198,220,193,1715,300,7,79,863,32,478,49
"22",25,"Annona dolabripetala",1097756171,-22.6546564621181,-42.3918119950037,"cdrep",23357223,231,83,58,1936,302,159,143,247,207,257,207,1105,164,36,45,431,116,387,116
"23",26,"Annona dolabripetala",1802956060,-22.55,-42.25,"gass84,iddatunl",23339947,232,82,58,1894,301,160,141,247,208,257,208,1076,164,35,45,428,112,367,112
"24",27,"Annona dolabripetala",1097556579,-22.971901,-43.273873,"iddatunl",23426322,212,89,57,2047,288,134,154,237,187,240,187,1529,206,56,41,586,183,557,183
"25",28,"Annona dolabripetala",1094726110,-5.616667,-49.216667,"gass84",19823299,268,98,79,348,332,209,123,263,270,272,263,1976,363,20,75,980,73,189,860
"26",29,"Annona dolabripetala",1097704308,-22.8871596133232,-43.1037613491219,"cdrep",23409046,233,80,56,2003,305,163,142,261,209,261,209,1230,149,51,37,440,157,440,157
"27",30,"Annona dolabripetala",1097874420,-18.18305,-43.58685,"iddatunl",22432714,189,104,60,1699,276,105,171,203,170,207,164,1471,336,9,86,828,32,569,52
"28",31,"Annona dolabripetala",1097895946,-18.32666,-43.68024,"iddatunl",22458632,183,104,60,1683,271,100,171,197,165,202,160,1480,338,9,85,824,31,571,52
"29",32,"Annona dolabripetala",1097028149,-18.24015,-43.600833,"cdround,iddatunl",22441354,189,103,60,1704,277,107,170,203,171,208,165,1483,342,9,86,835,32,572,53
"30",33,"Annona dolabripetala",1097187220,-18.1798,-43.5512,"iddatunl",22432715,188,103,60,1714,275,106,169,202,169,206,163,1485,340,9,86,836,32,571,53
"31",34,"Annona dolabripetala",1098053316,-18.4002,-43.6791,"iddatunl",22475912,183,105,61,1704,270,99,171,198,165,201,159,1473,334,9,85,815,32,568,53
"32",35,"Annona dolabripetala",1097021835,-18.53,-43.65,"gass84,iddatunl",22501833,193,112,62,1808,279,101,178,208,171,212,167,1423,328,8,86,791,28,560,48
"33",36,"Annona dolabripetala",1098222037,-15.7834208090807,-47.9298726661488,"cdrep,iddatunl",21931490,211,108,70,1021,280,127,153,216,201,219,195,1580,264,7,75,756,31,447,51
"34",37,"Annona dolabripetala",1097556180,-22.945054,-43.226672,"iddatunl",23417683,218,84,57,2015,291,144,147,243,193,245,193,1460,189,56,39,543,180,525,180
"35",38,"Annona dolabripetala",1097324957,-19.221042,-43.499904,"iddatunl",22648717,190,117,64,1854,273,92,181,206,166,210,163,1597,337,10,82,868,35,630,55
"36",40,"Annona dolabripetala",1228242917,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
"37",41,"Annona dolabripetala",1090449218,-16.383333,-39.133333,"gass84,txmatfuz",22061301,240,76,66,1270,296,181,115,225,255,255,222,1515,162,87,18,444,299,299,396
"38",42,"Annona dolabripetala",1090493857,-13.716667,-39.466667,"gass84",21508333,233,65,63,1213,285,183,102,245,225,247,216,1373,148,78,17,389,258,372,350
"39",43,"Annona dolabripetala",1090488139,-15.233333,-39.483333,"gass84",21819373,230,75,64,1186,286,170,116,239,226,244,213,1177,135,60,24,376,208,339,255
