"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Casearia commersoniana",1702875548,7.10445,-74.152383,"cdround,gass84",17187501,283,97,88,368,341,231,110,279,284,288,278,3215,459,56,49,1219,249,526,1195
"2",2,"Casearia commersoniana",1699426138,-14.583333,-39.283333,"gass84,iddatunl",21681138,241,65,64,1018,290,189,101,250,237,253,226,1613,179,89,20,472,304,425,413
"3",3,"Casearia commersoniana",1585336005,-21.819444,-41.911944,"cdround,gass84",23184435,195,105,60,2141,275,101,174,212,166,222,166,1386,234,30,59,630,110,514,110
"4",4,"Casearia commersoniana",1585335650,-14.131389,-42.475,"cdround,gass84",21594661,206,106,73,1206,274,129,145,215,188,216,188,886,191,6,87,504,23,352,32
"5",5,"Casearia commersoniana",1656070680,-22.936389,-43.438055,"cdround,gass84,rdatm",23417678,216,95,58,2054,295,133,162,241,190,244,190,1472,209,48,45,582,159,560,159
"6",6,"Casearia commersoniana",1638347425,-13.231389,-39.06,"cdround,gass84",21404663,239,65,63,1245,291,189,102,225,237,253,221,1913,219,102,26,641,361,418,578
"7",7,"Casearia commersoniana",1638347384,-11.796111,-37.945,"cdround,gass84",21110930,238,89,68,1468,305,175,130,234,235,253,217,1257,188,55,41,498,196,243,400
"8",8,"Casearia commersoniana",1455752631,-13.602222,-39.750833,"gass84,iddatunl",21482406,204,74,65,1283,262,149,113,214,198,218,185,1100,113,61,16,312,220,298,296
"9",9,"Casearia commersoniana",1423837404,-16.366667,-39.566667,"gass84,iddatunl",22052651,238,85,68,1390,298,173,125,249,217,254,217,1169,152,51,27,397,213,316,213
"10",10,"Casearia commersoniana",1413715325,-7.35,-40.783333,"gass84",20186382,251,110,75,963,325,180,145,252,245,263,238,648,165,1,98,389,8,120,32
"11",11,"Casearia commersoniana",1426803636,-19.171667,-39.913889,"cdround,gass84,rdatm",22640163,242,88,62,1639,312,172,140,256,222,263,220,1230,182,44,46,514,163,355,163
"12",12,"Casearia commersoniana",1700733338,-19.806111,-40.703056,"gass84",22769744,236,104,65,1672,314,155,159,250,214,257,214,1191,203,31,59,565,113,382,113
