"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Eugenia copacabanensis",1423920854,-22.947778,-42.133056,"cdround,gass84",23417709,230,65,56,1732,289,174,115,242,209,253,209,870,114,39,30,300,125,242,125
"2",2,"Eugenia copacabanensis",1316183604,-24.0414,-47.591,"gass84,iddatunl",23642218,179,99,56,2541,261,86,175,209,145,210,145,1723,260,64,46,703,199,674,199
"3",3,"Eugenia copacabanensis",1087692919,-11.313889,-37.29625,"gass84,iddatunl",21007265,254,78,69,1272,312,199,113,250,263,268,235,1594,277,56,56,710,175,275,555
"4",4,"Eugenia copacabanensis",1087386986,-23.6425,-46.615,"gass84",23564482,181,96,59,2191,256,94,162,207,152,208,152,1402,228,37,57,634,129,606,129
"5",6,"Eugenia copacabanensis",1424482352,-22.916667,-42.233333,"cdround,gass84",23417707,230,68,56,1786,292,171,121,243,209,254,209,917,122,40,32,320,127,267,127
"6",7,"Eugenia copacabanensis",1089103756,-23.352,-45.3278,"gass84,iddatunl",23504033,167,104,59,2217,244,69,175,193,137,195,137,1670,269,39,59,765,146,733,146
"7",8,"Eugenia copacabanensis",1424455756,-22.961944,-42.859167,"cdround,gass84",23426332,233,80,55,2070,306,162,144,258,208,261,208,1186,148,51,35,417,155,405,155
"8",9,"Eugenia copacabanensis",1424421298,-22.967222,-42.903055,"cdround,gass84",23426331,233,80,55,2056,306,162,144,258,208,261,208,1196,147,52,35,419,158,409,158
"9",13,"Eugenia copacabanensis",1089103642,-23.1931,-45.0406,"gass84",23469480,153,111,60,2211,231,49,182,178,122,180,122,1691,269,34,63,795,132,744,132
"10",14,"Eugenia copacabanensis",1213648759,-22.925,-42.327778,"gass84,iddatunl",23417705,231,70,56,1841,294,170,124,244,208,256,208,958,128,41,33,338,129,289,129
"11",15,"Eugenia copacabanensis",1087638930,-23.245833,-44.993333,"gass84",23478121,157,111,60,2218,236,54,182,183,127,184,127,1658,259,35,62,772,133,724,133
"12",19,"Eugenia copacabanensis",1424067919,-23.046111,-43.629722,"cdround,gass84,rdatm",23443593,234,87,57,2035,308,157,151,261,209,261,209,1269,163,45,41,467,141,467,141
"13",20,"Eugenia copacabanensis",1123793228,-19.922222,-40.589167,"gass84",22795666,205,101,64,1671,283,126,157,220,185,226,183,1301,207,39,52,585,143,411,153
"14",22,"Eugenia copacabanensis",1123793424,-19.971389,-40.530278,"gass84",22804308,212,98,64,1655,288,135,153,226,191,233,191,1272,203,40,51,567,147,390,156
"15",23,"Eugenia copacabanensis",1123790384,-19.914167,-40.472222,"gass84",22787029,215,97,63,1648,291,139,152,229,195,237,194,1265,202,40,51,566,146,389,153
"16",24,"Eugenia copacabanensis",1098002719,-25.8869914389797,-48.5749506171655,"cdrep,iddatunl",24030995,210,73,47,2730,289,136,153,246,175,246,175,1972,286,86,41,815,270,815,270
"17",25,"Eugenia copacabanensis",1097173303,-25.4807848457141,-48.8347668975131,"cdrep,iddatunl",23944588,213,84,46,3344,302,122,180,252,170,254,170,1957,278,71,43,804,253,765,253
"18",26,"Eugenia copacabanensis",1087365126,-23.311111,-44.812222,"gass84,iddatunl",23495405,198,106,59,2227,279,100,179,224,168,226,168,1957,277,62,51,827,196,792,196
"19",28,"Eugenia copacabanensis",1213587552,-13.383333,-41.8,"gass84,iddatunl",21439157,192,118,71,1181,272,107,165,200,181,202,174,974,156,25,57,436,85,387,99
"20",29,"Eugenia copacabanensis",1213587614,-13.3,-41.8,"gass84,iddatunl",21421877,205,121,71,1191,287,118,169,213,195,215,187,965,164,18,66,463,64,402,67
"21",30,"Eugenia copacabanensis",1424068010,-22.116667,-42.05,"cdround,gass84",23244911,200,100,59,2099,279,112,167,217,172,227,172,1430,237,27,59,643,108,555,108
"22",31,"Eugenia copacabanensis",1097588283,-22.9699617859893,-42.0278870993604,"cdrep,iddatunl",23426352,229,61,56,1666,285,177,108,240,209,251,208,818,105,38,28,275,127,206,140
"23",32,"Eugenia copacabanensis",1228225573,-24,-51,"gass84,iddatunl",23642137,183,129,63,2675,278,74,204,214,148,214,146,1498,194,72,27,516,281,516,303
"24",33,"Eugenia copacabanensis",1090856200,-22.919444,-42.818611,"gass84",23417693,232,80,55,2047,305,161,144,257,207,260,207,1176,150,49,36,418,150,403,150
"25",35,"Eugenia copacabanensis",1097410204,-22.8832603958893,-42.018386387664,"cdrep,iddatunl",23409072,230,63,56,1687,287,175,112,241,209,252,209,840,109,37,30,288,120,231,120
"26",37,"Eugenia copacabanensis",1090858504,-22.370833,-41.786944,"gass84,iddatunl",23296758,229,85,58,1892,298,153,145,244,205,254,205,1130,176,41,42,450,132,338,132
"27",38,"Eugenia copacabanensis",1099315943,-5.8,-35.216667,"gass84",19866835,258,85,73,1054,313,197,116,255,263,269,242,1426,232,18,69,658,62,351,534
"28",39,"Eugenia copacabanensis",1077598696,-23.8925,-46.416667,"gass84",23616326,221,73,51,2321,290,148,142,251,191,251,191,2636,337,96,42,997,303,997,303
"29",40,"Eugenia copacabanensis",1090572854,-23.6639,-46.5383,"gass84",23564484,179,95,58,2255,254,92,162,206,149,207,149,1453,229,40,55,641,138,628,138
"30",41,"Eugenia copacabanensis",1090553457,-22.9028,-43.2075,"gass84",23409044,233,73,55,1932,300,169,131,259,209,259,209,1246,146,53,35,437,165,437,165
"31",42,"Eugenia copacabanensis",1456258845,-22.9467,-42.0317,"gass84",23417712,229,61,55,1686,286,177,109,240,209,252,208,820,106,37,29,278,124,211,137
"32",43,"Eugenia copacabanensis",1228427229,-22,-42.5,"gass84,iddatunl",23227621,207,114,61,2143,297,112,185,231,180,233,178,1448,272,18,72,705,72,617,93
"33",44,"Eugenia copacabanensis",1090867738,-23.547778,-46.636111,"gass84,iddatunl",23547201,184,98,60,2140,261,98,163,209,156,210,156,1345,221,35,58,617,126,575,126
"34",46,"Eugenia copacabanensis",1228237561,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
