"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Vochysia laurifolia",1423940411,-22.490833,-43.297222,"cdround,gass84,rdatm",23322641,167,95,58,2005,245,83,162,192,142,194,142,1806,298,44,59,815,148,738,148
"2",2,"Vochysia laurifolia",1500375084,-22.2927,-43.175,"gass84,iddatunl",23288084,201,104,59,2198,286,110,176,228,173,230,173,1675,288,36,63,778,121,697,121
"3",3,"Vochysia laurifolia",1423940423,-22.576389,-43.462222,"cdround,gass84,rdatm",23339917,189,100,59,2049,269,102,167,214,163,216,163,1689,272,40,59,761,137,695,137
"4",4,"Vochysia laurifolia",1500375081,-22.3435,-43.2744,"gass84",23296722,193,99,59,2114,273,106,167,218,165,220,165,1705,287,39,61,779,132,702,132
"5",5,"Vochysia laurifolia",1424513441,-22.539167,-43.421667,"cdround,gass84,rdatm",23331278,186,98,59,2051,266,100,166,211,160,213,160,1723,279,41,59,776,140,708,140
"6",6,"Vochysia laurifolia",1094906319,-22.364444,-42.443889,"gass84,iddatunl",23296742,173,99,58,2064,256,88,168,191,148,199,146,1452,253,31,62,666,107,586,132
"7",7,"Vochysia laurifolia",1291822709,-20.383611,-41.089,"gass84",22890694,182,111,64,1780,265,92,173,197,161,202,157,1368,219,34,55,628,127,467,144
"8",8,"Vochysia laurifolia",1424422912,-22.965,-43.698333,"cdround,gass84",23426312,233,88,58,2010,307,156,151,260,209,260,209,1282,171,43,44,482,134,482,134
"9",9,"Vochysia laurifolia",1077230264,-13.001389,-41.345278,"gass84,iddatunl",21361408,201,116,72,1233,278,118,160,210,188,211,181,924,158,20,58,399,74,367,83
"10",10,"Vochysia laurifolia",1094899268,-13.263889,-41.917778,"gass84,iddatunl",21413234,180,118,72,1148,259,96,163,188,170,190,162,984,155,26,55,432,87,388,102
"11",11,"Vochysia laurifolia",1094899251,-13.532778,-41.936389,"gass84,iddatunl",21465074,182,116,71,1188,260,98,162,189,172,192,164,966,157,24,58,438,83,392,95
"12",13,"Vochysia laurifolia",1094810490,-12.577778,-41.432222,"gass84,iddatunl",21266366,203,116,73,1251,280,122,158,212,190,214,184,860,139,18,56,361,73,304,90
"13",14,"Vochysia laurifolia",1658208476,-15.15,-39.083333,"gass84,iddatunl",21802103,242,68,63,1045,293,186,107,250,240,254,226,1626,153,104,10,442,358,428,404
"14",16,"Vochysia laurifolia",1094840737,-12.869444,-39.471667,"gass84,iddatunl",21326893,211,68,63,1390,266,159,107,222,201,226,191,933,97,45,21,273,157,268,234
"15",17,"Vochysia laurifolia",1424383490,-22.25,-44.566667,"cdround,gass84,muluriiv",23279411,147,124,65,2018,226,36,190,169,119,170,119,1856,327,25,73,936,93,842,93
"16",19,"Vochysia laurifolia",1098150366,-22.35,-43.72,"gass84",23296711,201,108,62,2089,283,109,174,225,174,227,173,1448,257,20,70,707,74,644,99
"17",21,"Vochysia laurifolia",1094762118,-13.5,-41.866667,"gass84,iddatunl",21465076,201,119,71,1210,281,115,166,208,190,211,182,893,155,17,66,431,62,379,67
"18",24,"Vochysia laurifolia",1094756328,-13.25,-41.9,"gass84,iddatunl",21413235,183,118,71,1165,263,99,164,191,173,193,165,990,157,26,56,436,87,389,101
"19",25,"Vochysia laurifolia",1089115524,-18.5933,-39.7322,"gass84",22519207,240,81,61,1562,306,175,131,245,219,260,219,1329,184,59,38,501,203,357,203
"20",27,"Vochysia laurifolia",1424187984,-23.003889,-45.415,"cdround,gass84,muluriiv",23434911,185,111,60,2278,264,82,182,211,153,212,153,1440,254,20,69,707,91,667,91
"21",28,"Vochysia laurifolia",1424188000,-22.507222,-42.995555,"cdround,gass84",23331289,227,97,57,2268,309,141,168,254,197,256,197,1540,233,41,54,650,134,618,134
"22",29,"Vochysia laurifolia",1056743696,-10.773109,-53.08982,"gass84",20894566,256,143,69,674,358,152,206,256,247,262,246,2243,376,3,75,1081,28,590,52
"23",30,"Vochysia laurifolia",1090549212,-24.715,-47.8811,"gass84",23789091,220,91,51,2835,305,128,177,255,183,255,183,1700,250,55,46,722,212,722,212
"24",31,"Vochysia laurifolia",1097594678,-15.894010798681,-52.2574555819269,"cdrep",21957306,255,127,66,1325,336,146,190,261,236,267,235,1579,314,5,82,813,26,398,44
"25",32,"Vochysia laurifolia",1097008434,-16.4534421797808,-39.0642869012885,"cdrep",22069943,242,75,65,1234,298,184,114,227,256,256,224,1610,176,88,20,486,302,302,428
"26",33,"Vochysia laurifolia",1097369794,-22.969328,-43.264624,"",23426322,212,89,57,2047,288,134,154,237,187,240,187,1529,206,56,41,586,183,557,183
"27",35,"Vochysia laurifolia",1098093348,-22.5088534051515,-43.1784660501561,"cdrep",23331284,186,92,57,2091,264,103,161,212,159,214,159,1906,305,55,54,822,184,751,184
"28",37,"Vochysia laurifolia",1090535396,-23.4339,-45.0711,"gass84",23521319,225,94,55,2284,306,136,170,253,196,255,196,2525,334,84,44,978,280,948,280
"29",38,"Vochysia laurifolia",1228520188,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
