"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Swartzia myrtifolia",1819182817,-21.822222,-41.913056,"cdround,gass84",23184435,195,105,60,2141,275,101,174,212,166,222,166,1386,234,30,59,630,110,514,110
"2",2,"Swartzia myrtifolia",1427584662,9.203056,-73.873333,"cdround,gass84,muluriiv",16755508,282,103,79,442,349,220,129,277,280,287,276,2008,363,24,62,883,103,250,665
"3",3,"Swartzia myrtifolia",1707501781,5.149411,-74.803836,"cdround,gass84",17593565,264,100,85,351,328,211,117,260,263,268,258,1949,313,59,45,753,286,391,682
"4",5,"Swartzia myrtifolia",1423899379,-22.516944,-43.551389,"cdround,gass84,rdatm",23331275,218,105,61,2018,302,132,170,243,193,245,193,1662,262,43,56,722,145,681,145
"5",6,"Swartzia myrtifolia",1258070783,-14.084361,-67.813083,"cdround,gass84",21585413,253,109,71,1280,325,172,153,262,242,264,233,1849,293,57,52,792,214,522,216
"6",7,"Swartzia myrtifolia",1258071371,-13.43475,-67.904528,"cdround,gass84,iddatunl",21447171,257,109,72,1127,329,178,151,265,240,267,240,1843,302,54,55,799,180,553,214
"7",9,"Swartzia myrtifolia",1707691231,8.235611,-77.205583,"cdround,gass84",16954148,247,79,85,305,295,203,92,247,248,251,243,2254,295,43,43,804,182,314,687
"8",10,"Swartzia myrtifolia",1094926543,-19.15,-40.05,"gass84,iddatunl",22631519,240,94,64,1589,313,168,145,254,221,261,219,1207,183,39,49,523,145,364,146
"9",11,"Swartzia myrtifolia",1665151280,-3.842778,-73.378333,"gass84",19459839,264,97,85,429,322,209,113,263,260,269,258,2820,291,165,17,838,547,733,553
"10",12,"Swartzia myrtifolia",1424449017,-22.409722,-42.516111,"cdround,gass84",23305380,165,98,59,2017,246,81,165,188,140,191,138,1530,263,36,61,693,120,612,144
"11",13,"Swartzia myrtifolia",1424468458,-8.894444,-72.784444,"cdround,gass84",20505294,258,107,76,578,324,184,140,260,250,264,249,1637,239,32,52,650,128,510,177
"12",14,"Swartzia myrtifolia",1090876296,-20.1528,-40.3114,"gass84",22838873,240,83,61,1663,311,175,136,254,219,262,219,1135,186,46,46,486,161,303,161
