"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Machaerium brasiliense",1705511384,-11.483333,-41.316667,"gass84",21041729,205,100,74,1269,270,135,135,215,192,217,186,643,117,11,70,312,41,257,49
"2",2,"Machaerium brasiliense",1570750616,-26.785278,-49.376111,"cdround,gass84",24212415,193,100,53,2972,290,103,187,228,155,229,155,1555,181,88,22,506,291,500,291
"3",3,"Machaerium brasiliense",1705511638,-4.099722,-41.713889,"gass84",19512439,266,117,75,836,346,192,154,259,272,276,257,1432,346,8,99,893,36,56,516
"4",4,"Machaerium brasiliense",1676486520,-22.249722,-46.603889,"cdround,gass84,rdatm",23270722,184,121,65,2156,260,75,185,206,154,207,154,1597,289,25,69,790,94,712,114
"5",5,"Machaerium brasiliense",1801097136,-18.903611,-43.426111,"gass84",22579598,206,125,65,1995,292,100,192,224,180,227,177,1606,380,8,87,900,33,621,58
"6",7,"Machaerium brasiliense",1077404247,-27.540278,-50.039444,"cdround,gass84",24367920,164,106,53,3054,264,66,198,201,126,202,125,1515,166,92,17,444,305,443,336
"7",8,"Machaerium brasiliense",1424512907,-21.404444,-41.082778,"cdround,gass84,muluriiv",23098055,231,87,60,1779,297,152,145,245,207,253,207,987,160,26,50,416,94,295,94
"8",9,"Machaerium brasiliense",1427529854,-17.5006,-46.305,"gass84",22294409,237,126,73,1325,312,140,172,244,223,248,215,1280,264,5,87,720,21,563,33
"9",10,"Machaerium brasiliense",1586074219,-17.835,-46.513889,"cdround,gass84",22363524,238,122,73,1251,311,146,165,245,223,249,218,1318,282,6,88,741,23,579,36
"10",11,"Machaerium brasiliense",1264698721,-27.63,-49.233611,"cdround,gass84",24393859,156,93,52,2810,247,70,177,191,121,191,120,1657,204,98,23,546,308,546,339
"11",12,"Machaerium brasiliense",1208835790,-15.176389,-39.059722,"gass84,txmatfuz",21810743,242,68,62,1048,294,186,108,250,235,254,227,1619,154,103,10,437,359,423,400
"12",13,"Machaerium brasiliense",1213525620,-16.57825,-57.534167,"gass84",22095420,262,122,65,1832,346,159,187,275,241,277,233,1257,223,18,67,602,64,569,101
"13",14,"Machaerium brasiliense",1424496717,-16.532222,-41.2475,"cdround,gass84",22087171,240,118,66,1836,320,143,177,254,213,259,213,802,173,10,83,456,38,284,38
"14",15,"Machaerium brasiliense",1676485503,-15.119444,-41.220278,"cdround,gass84,rdatm",21793411,210,103,69,1467,281,132,149,221,190,225,189,800,180,8,86,466,32,280,39
"15",16,"Machaerium brasiliense",1423898058,-25.433333,-49.233333,"cdround,gass84",23935939,171,102,57,2581,258,80,178,200,142,200,136,1370,183,75,28,480,245,480,259
"16",18,"Machaerium brasiliense",1424448998,-19.231389,-40.875,"cdround,gass84,iddatunl",22648780,234,111,67,1586,314,149,165,247,214,254,213,1188,203,25,65,588,89,412,99
"17",19,"Machaerium brasiliense",1424448972,-22.447222,-43.055,"cdround,gass84,iddatunl",23314007,157,96,59,1980,235,73,162,181,132,183,132,1791,300,44,59,809,147,726,168
"18",20,"Machaerium brasiliense",1135089237,-22.2613,-43.0935,"gass84",23279446,198,104,58,2201,282,105,177,224,169,226,169,1654,292,34,65,779,114,692,114
"19",21,"Machaerium brasiliense",1424456233,-22.436944,-43.159722,"cdround,gass84,txmatfuz",23314005,190,96,57,2160,271,104,167,217,163,219,163,1808,301,46,58,807,155,730,155
