"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Siphoneugena crassifolia",1828874104,-22.128333,-44.749722,"gass84,iddatunl",23253487,142,126,66,1945,220,31,189,164,115,164,115,1938,342,25,73,981,94,882,108
"2",2,"Siphoneugena crassifolia",1457569190,-22.292222,-44.765278,"cdround,gass84",23288046,144,126,65,2038,223,31,192,167,116,168,116,1905,338,26,73,964,97,872,97
"3",3,"Siphoneugena crassifolia",1570743913,-23.117222,-46.975556,"gass84",23452153,187,111,62,2314,266,88,178,213,155,213,155,1302,219,27,64,622,103,575,103
"4",4,"Siphoneugena crassifolia",1658213952,-22.592222,-45.302778,"gass84",23348513,139,117,62,2235,215,28,187,163,107,164,107,1921,348,28,71,961,116,897,116
"5",5,"Siphoneugena crassifolia",1587292046,-20.213161,-43.325658,"gass84",22856081,204,115,61,2093,286,100,186,221,174,227,174,1311,259,11,82,721,36,537,36
"6",6,"Siphoneugena crassifolia",1086917102,-21.855,-47.438056,"gass84",23192942,211,120,64,2218,290,104,186,233,179,233,179,1285,241,19,73,656,70,591,91
"7",7,"Siphoneugena crassifolia",1086916157,-22.526111,-45.266111,"gass84",23331234,160,123,63,2256,240,46,194,185,129,185,129,1772,331,26,74,913,96,833,96
"8",8,"Siphoneugena crassifolia",1095632248,-24.111389,-50.723333,"gass84",23659423,190,129,61,2795,287,78,209,223,153,223,152,1410,178,69,26,476,261,476,278
"9",9,"Siphoneugena crassifolia",1585202672,-24.0641,-50.4324,"gass84",23650790,184,127,62,2736,278,76,202,216,149,216,146,1369,173,64,27,463,237,463,257
"10",10,"Siphoneugena crassifolia",1424488279,-22.283333,-44.75,"cdround,gass84",23279407,136,126,66,1920,214,24,190,157,109,158,109,2009,351,28,72,1005,104,911,104
"11",11,"Siphoneugena crassifolia",1424378272,-20.503611,-43.653889,"cdround,gass84",22916553,183,114,64,1923,261,85,176,199,156,204,155,1531,317,16,81,820,55,652,63
"12",12,"Siphoneugena crassifolia",1829087887,-20.439361,-43.520028,"gass84,iddatunl",22899276,169,112,65,1879,246,74,172,186,143,190,142,1633,332,18,78,855,66,697,71
"13",14,"Siphoneugena crassifolia",1090630691,-18.918981,-43.74328,"gass84,iddatunl",22588231,181,114,64,1750,265,87,178,196,161,199,155,1535,308,10,82,828,32,612,52
"14",15,"Siphoneugena crassifolia",1090576194,-23.136667,-44.955833,"gass84,iddatunl",23460842,156,113,61,2194,235,51,184,181,125,182,125,1619,256,32,64,766,122,714,122
"15",16,"Siphoneugena crassifolia",1090575474,-21.9236,-46.3861,"gass84",23210247,181,121,65,2221,258,72,186,204,150,204,148,1674,304,26,71,828,88,745,114
"16",17,"Siphoneugena crassifolia",1424265827,-21.716667,-43.883333,"cdround,gass84",23167107,180,108,64,1899,258,90,168,202,155,203,155,1583,293,18,75,802,65,706,83
"17",18,"Siphoneugena crassifolia",1213631003,-22.408278,-44.846556,"gass84,iddatunl",23305324,138,126,65,2014,217,25,192,160,110,161,110,1981,350,28,71,992,106,905,106
"18",19,"Siphoneugena crassifolia",1213624563,-23.016667,-46.716667,"gass84",23434879,183,111,62,2267,260,83,177,208,151,208,151,1370,233,31,61,635,114,590,114
"19",20,"Siphoneugena crassifolia",1090570057,-23.689749,-47.092403,"gass84",23573110,171,100,59,2306,249,80,169,198,140,199,140,1714,272,57,52,740,184,703,184
"20",21,"Siphoneugena crassifolia",1090566434,-22.7553,-46.1447,"gass84",23383053,174,114,63,2208,250,71,179,198,143,199,143,1557,272,29,65,750,118,694,118
