"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Eugenia brasiliensis",1819185421,-22.753889,-41.996944,"cdround,gass84,rdatm",23383153,229,68,56,1735,290,169,121,241,208,252,208,908,124,39,34,326,121,262,121
"2",2,"Eugenia brasiliensis",1806377375,-21.678889,-43.881944,"gass84",23158467,166,108,65,1810,243,77,166,186,142,187,141,1682,308,22,73,844,77,741,94
"3",3,"Eugenia brasiliensis",1801188760,-23.457778,-46.634444,"gass84",23521281,175,102,61,2172,254,87,167,201,147,202,147,1409,238,34,60,661,121,612,121
"4",4,"Eugenia brasiliensis",1702657584,-22.9976,-44.2347,"gass84",23426299,225,93,59,2047,303,146,157,250,199,252,199,1595,241,49,50,671,157,627,157
"5",5,"Eugenia brasiliensis",1806874666,-13.770556,-39.156667,"gass84",21516981,245,64,64,1131,296,196,100,256,237,258,229,2123,212,117,17,606,404,545,551
"6",6,"Eugenia brasiliensis",1423930089,-22.961944,-43.270833,"cdround,gass84",23426322,212,89,57,2047,288,134,154,237,187,240,187,1529,206,56,41,586,183,557,183
"7",7,"Eugenia brasiliensis",1585300471,13.66964,-89.24697,"",15822019,227,131,75,775,317,144,173,228,220,238,217,1921,380,3,93,1055,16,235,51
"8",8,"Eugenia brasiliensis",1801096397,-18.939167,-43.411944,"gass84,iddatunl",22588239,210,126,64,2030,295,101,194,227,182,231,180,1632,392,8,87,920,34,624,59
"9",9,"Eugenia brasiliensis",1801096925,-18.571389,-43.344167,"gass84,iddatunl",22510480,204,120,64,1946,290,104,186,221,178,225,176,1462,333,9,86,817,32,573,53
"10",10,"Eugenia brasiliensis",1423936959,-22.898333,-43.084444,"cdround,gass84",23409046,233,80,56,2003,305,163,142,261,209,261,209,1230,149,51,37,440,157,440,157
"11",11,"Eugenia brasiliensis",1423940495,-22.580833,-43.435278,"cdround,gass84,rdatm",23339918,201,101,60,2068,283,115,168,226,175,228,175,1804,282,47,56,789,159,729,159
"12",12,"Eugenia brasiliensis",1423940388,-22.569444,-43.468611,"cdround,gass84,rdatm",23339917,189,100,59,2049,269,102,167,214,163,216,163,1689,272,40,59,761,137,695,137
"13",13,"Eugenia brasiliensis",1455395555,-23.229167,-45.013889,"gass84",23478120,156,111,60,2218,235,53,182,182,126,183,126,1675,264,35,62,781,134,734,134
"14",16,"Eugenia brasiliensis",1303591418,-22.933194,-53.654139,"gass84",23417433,228,126,63,2413,321,123,198,245,208,255,194,1376,197,40,38,506,193,466,237
"15",17,"Eugenia brasiliensis",1087709025,-12.194444,-39.691111,"gass84",21188648,223,83,66,1500,287,162,125,236,212,239,202,682,80,21,30,211,91,209,170
"16",18,"Eugenia brasiliensis",1837385672,-28.104722,-48.680833,"gass84",24488912,199,67,44,2893,277,125,152,236,167,236,162,1440,183,77,27,508,250,508,261
"17",19,"Eugenia brasiliensis",1587292050,-20.065631,-43.29855,"gass84",22821521,196,115,63,2018,277,95,182,214,168,219,168,1405,290,12,82,770,40,582,40
"18",20,"Eugenia brasiliensis",1585201116,-25.338,-49.5154,"gass84",23918652,172,108,58,2727,261,75,186,204,137,204,135,1542,210,78,29,543,281,543,302
"19",21,"Eugenia brasiliensis",1587292058,-19.258072,-43.403944,"gass84",22657359,209,123,66,2004,292,106,186,227,182,231,181,1576,367,9,86,882,34,612,55
"20",22,"Eugenia brasiliensis",1143436529,-22.47,-47.06,"gass84",23322551,198,119,64,2295,275,91,184,222,165,222,165,1332,246,22,71,673,87,673,87
"21",23,"Eugenia brasiliensis",1587292081,-19.524753,-43.398469,"gass84",22709199,212,119,65,2008,295,113,182,229,184,235,184,1461,327,9,86,819,32,585,50
