"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Schizocalyx cuspidatus",1676572520,-6.328611,-51.269444,"gass84",19970130,248,120,81,278,321,174,147,246,248,251,245,1968,283,21,56,826,119,313,763
"2",2,"Schizocalyx cuspidatus",1303587762,-20.153611,-43.436667,"gass84,iddatunl",22838798,180,114,64,1918,258,82,176,197,153,201,153,1526,314,15,81,819,50,642,61
"3",3,"Schizocalyx cuspidatus",1089196628,-15.389967,-39.565667,"gass84,txmatfuz",21853931,215,79,65,1269,273,153,120,225,211,229,197,1105,137,65,23,353,217,293,244
"4",5,"Schizocalyx cuspidatus",1424465411,-22.394444,-44.305556,"cdround,gass84,muluriiv,rdatm",23305337,213,116,61,2258,299,111,188,239,182,241,182,1449,260,18,73,728,67,688,67
"5",6,"Schizocalyx cuspidatus",1087538233,-13.717056,-39.637139,"gass84",21508329,227,67,63,1256,280,175,105,209,219,242,209,1373,142,85,15,388,287,338,388
"6",7,"Schizocalyx cuspidatus",1095635025,-20.474611,-40.952778,"gass84,iddatunl",22907978,184,106,63,1752,265,98,167,199,163,205,160,1353,212,38,52,605,137,445,155
"7",8,"Schizocalyx cuspidatus",1413722559,-22.631111,-43.784444,"gass84,iddatunl",23357190,230,102,61,1989,312,146,166,254,205,256,205,1419,214,37,53,603,125,576,125
"8",9,"Schizocalyx cuspidatus",1424368123,-6.403333,-50.373611,"cdround,gass84",19987432,231,116,81,325,304,162,142,228,232,235,226,1930,295,22,60,818,98,282,802
"9",10,"Schizocalyx cuspidatus",1424284558,-20.3025,-40.481944,"cdround,gass84,rdatm",22873429,230,87,60,1684,303,160,143,244,209,252,209,1195,191,46,47,513,156,336,171
"10",11,"Schizocalyx cuspidatus",1702748718,-14,-39,"gass84",21568825,247,63,64,1046,296,199,97,242,241,260,232,2395,244,142,19,726,462,584,650
"11",12,"Schizocalyx cuspidatus",1213616533,-17.768611,-48.664167,"gass84",22346193,236,136,69,1451,317,120,197,244,220,248,212,1360,263,8,81,712,29,345,49
"12",13,"Schizocalyx cuspidatus",1123817616,-20.291389,-40.519444,"gass84",22864788,217,93,62,1677,292,143,149,231,196,238,195,1242,197,44,48,540,153,365,167
"13",14,"Schizocalyx cuspidatus",1801097825,-20.197222,-43.432222,"gass84,iddatunl",22847438,192,114,62,2018,272,91,181,210,164,215,164,1439,302,13,83,789,42,609,42
"14",16,"Schizocalyx cuspidatus",1123818189,-21.349417,-41.20245,"gass84",23089412,231,93,60,1822,304,151,153,246,207,255,207,1015,173,26,53,444,89,314,89
"15",17,"Schizocalyx cuspidatus",1801097834,-20.127222,-43.413333,"gass84",22838799,195,115,63,2039,275,93,182,213,166,218,166,1413,294,12,83,776,40,593,40
"16",18,"Schizocalyx cuspidatus",1424246379,-20.3,-40.533333,"cdround,gass84,rdatm",22873428,213,92,61,1676,288,139,149,227,192,234,191,1254,196,45,47,541,156,369,170
"17",20,"Schizocalyx cuspidatus",1424287665,-7.446389,-73.6575,"cdround,gass84",20202873,258,106,76,579,324,186,138,260,250,263,249,2480,323,83,37,861,282,748,375
"18",21,"Schizocalyx cuspidatus",1702813901,-14.1672,-39.7111,"gass84",21603367,234,69,64,1213,287,180,107,243,226,248,216,1265,152,70,24,404,235,335,271
