"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Sweetia fruticosa",1094912713,-15.265556,-40.175556,"gass84",21827996,234,91,66,1468,299,162,137,245,219,250,213,835,136,30,48,354,113,258,124
"2",2,"Sweetia fruticosa",1077227296,-13.316667,-42.266667,"gass84",21421866,234,124,71,1159,320,146,174,241,217,246,217,778,154,1,91,440,4,224,4
"3",3,"Sweetia fruticosa",1077209946,-12.133333,-41.683333,"gass84,iddatunl",21179960,219,119,72,1219,299,134,165,228,207,229,200,697,115,4,71,341,34,268,39
"4",4,"Sweetia fruticosa",1077190969,-12.716667,-42.766667,"gass84,iddatunl",21300894,233,132,73,1013,321,141,180,237,220,246,219,752,148,1,87,408,6,219,14
"5",5,"Acosmium lentiscifolium",1638348146,-19.138889,-40.063889,"cdround,gass84",22631519,240,94,64,1589,313,168,145,254,221,261,219,1207,183,39,49,523,145,364,146
"6",7,"Acosmium lentiscifolium",1638342340,-22.8925,-42.853333,"gass84",23409052,228,83,56,2082,302,154,148,253,202,256,202,1253,166,49,39,462,152,443,152
"7",8,"Acosmium lentiscifolium",1423920634,-21.327778,-41.099722,"cdround,gass84,rdatm",23080774,231,89,60,1800,301,153,148,246,207,255,207,990,170,26,52,429,91,294,91
"8",9,"Acosmium lentiscifolium",1424512893,-21.794167,-41.4475,"cdround,gass84",23184446,233,96,58,2058,314,150,164,249,207,260,207,1081,178,27,53,467,91,353,91
"9",11,"Acosmium lentiscifolium",1424413942,-18.906944,-40.138333,"cdround,gass84,rdatm",22579677,240,98,66,1526,314,166,148,251,219,260,219,1181,178,39,49,508,140,363,140
"10",12,"Acosmium lentiscifolium",1094866575,-16.043611,-39.919444,"gass84,iddatunl",21992162,244,94,63,1675,313,166,147,257,219,262,219,834,129,31,45,335,113,252,113
"11",13,"Acosmium lentiscifolium",1098414181,-13.9847,-38.93608,"gass84",21560186,247,63,64,1059,296,199,97,242,240,260,232,2418,248,143,19,738,467,586,657
"12",15,"Acosmium lentiscifolium",1424239291,-19.662222,-40.158889,"cdround,gass84,rdatm",22735197,244,91,61,1742,317,168,149,258,224,266,221,1190,190,36,52,533,139,354,143
"13",16,"Acosmium lentiscifolium",1097005212,-22.3994,-41.8203,"gass84",23305397,229,84,58,1874,297,154,143,243,205,253,205,1123,174,42,42,444,132,338,132
"14",18,"Acosmium lentiscifolium",1089087765,-22.2358,-41.4913,"gass84",23270845,231,85,56,1994,303,153,150,245,205,257,205,1078,146,36,42,418,119,328,119
"15",19,"Acosmium lentiscifolium",1094835769,-13.586111,-44.32,"gass84,iddatunl,txmathi",21482297,245,128,72,1102,329,152,177,249,230,258,229,789,181,0,94,455,2,221,8
"16",21,"Acosmium lentiscifolium",1094840261,-12.327222,-41.501667,"gass84",21214524,221,117,73,1256,298,139,159,230,208,231,201,870,133,12,59,381,65,332,80
"17",22,"Acosmium lentiscifolium",1090886687,-20.75,-41.283333,"gass84",22968450,241,109,63,1902,327,155,172,258,218,265,217,1081,186,24,59,509,88,349,107
"18",23,"Acosmium lentiscifolium",1423980431,-22.851944,-42.593889,"cdround,gass84",23400418,226,80,56,1996,298,156,142,250,201,253,201,1169,163,44,41,435,137,405,137
"19",24,"Acosmium lentiscifolium",1668718343,-22.5107,-42.3538,"gass84",23331304,231,88,59,1952,304,155,149,246,205,256,205,1156,180,33,49,471,110,419,110
"20",25,"Acosmium lentiscifolium",1423993156,-22.848055,-42.196389,"cdround,gass84",23400428,230,69,57,1759,292,171,121,243,209,254,209,915,125,39,34,327,122,272,122
"21",26,"Acosmium lentiscifolium",1089102521,-22.5053,-42.1147,"gass84",23331310,231,82,58,1860,300,159,141,245,207,256,207,1069,164,37,44,424,115,352,115
"22",27,"Acosmium lentiscifolium",1423980570,-22.852778,-42.3725,"cdround,gass84",23400424,230,73,56,1855,296,166,130,244,207,255,207,1003,138,41,37,364,126,319,126
"23",28,"Acosmium lentiscifolium",1423980454,-22.716667,-41.95,"cdround,gass84",23374514,229,69,56,1731,290,168,122,241,208,252,208,920,126,39,35,332,122,266,122
"24",29,"Acosmium lentiscifolium",1424155747,-22.833333,-41.95,"cdround,gass84",23391794,228,67,56,1735,288,170,118,240,208,252,208,894,119,39,33,316,123,252,123
"25",30,"Acosmium lentiscifolium",1090886732,-19.8203,-40.2733,"gass84",22769754,245,90,61,1729,318,172,146,259,225,267,222,1156,190,37,52,518,140,336,141
"26",31,"Acosmium lentiscifolium",1090448136,-13.633333,-41.833333,"gass84",21490997,228,118,71,1253,308,142,166,236,209,239,209,673,134,6,81,362,20,325,20
"27",32,"Acosmium lentiscifolium",1423980546,-22.967778,-43.021389,"cdround,gass84",23426328,230,81,56,2034,302,158,144,255,205,258,205,1272,155,55,35,450,168,441,168
"28",33,"Acosmium lentiscifolium",1097294096,-22.8832603958893,-42.018386387664,"cdrep,iddatunl",23409072,230,63,56,1687,287,175,112,241,209,252,209,840,109,37,30,288,120,231,120
"29",35,"Acosmium lentiscifolium",1097608454,-22.951842,-43.212076,"iddatunl",23417683,218,84,57,2015,291,144,147,243,193,245,193,1460,189,56,39,543,180,525,180
"30",36,"Acosmium lentiscifolium",1228266657,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
