"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Cupania ludowigii",1585333795,-18.939167,-43.361944,"cdround,gass84",22588240,211,126,65,2062,296,103,193,228,182,233,181,1623,391,8,87,918,34,619,59
"2",2,"Cupania ludowigii",1801096361,-18.939167,-43.411944,"gass84,iddatunl",22588239,210,126,64,2030,295,101,194,227,182,231,180,1632,392,8,87,920,34,624,59
"3",3,"Cupania ludowigii",1801097168,-18.904722,-43.4275,"gass84",22579598,206,125,65,1995,292,100,192,224,180,227,177,1606,380,8,87,900,33,621,58
"4",4,"Cupania ludowigii",1570743921,-23.078611,-46.871944,"gass84",23443516,183,111,62,2306,261,84,177,208,151,208,151,1332,225,29,63,633,106,585,106
"5",5,"Cupania ludowigii",1089194055,-9.24017,-36.450136,"gass84",20575286,206,87,69,1435,273,147,126,188,216,219,184,1263,221,24,63,609,99,143,543
"6",6,"Cupania ludowigii",1587291762,-19.088,-43.365436,"gass84",22622800,205,124,65,2011,290,100,190,223,178,227,177,1651,391,9,87,924,36,631,60
"7",7,"Cupania ludowigii",1424442988,-19.209444,-39.965278,"cdround,gass84",22648801,241,91,63,1653,312,169,143,255,221,262,219,1219,184,41,48,523,153,359,154
"8",8,"Cupania ludowigii",1090874850,-20.3458,-41.473056,"gass84",22882045,180,121,65,1826,267,82,185,196,159,200,155,1377,229,27,62,661,105,502,123
"9",9,"Cupania ludowigii",1424367965,-19.229722,-43.508056,"cdround,gass84",22648716,179,114,64,1795,262,85,177,195,157,199,153,1600,308,11,80,854,37,635,56
"10",11,"Cupania ludowigii",1077422163,-22.649722,-42.808889,"cdround,gass84",23357213,232,89,56,2168,310,153,157,258,204,261,204,1294,187,40,48,516,127,492,127
"11",12,"Cupania ludowigii",1090632628,-19.397583,-43.401722,"gass84,iddatunl",22683279,207,120,65,1978,289,107,182,224,180,229,179,1534,351,9,86,854,34,605,54
"12",13,"Cupania ludowigii",1077422154,-22.419722,-42.609444,"cdround,gass84",23314018,200,100,59,2097,282,114,168,224,173,227,173,1461,252,29,63,671,104,603,129
"13",14,"Cupania ludowigii",1096932499,-20.892169,-41.709618,"gass84",22994359,203,123,65,1953,292,103,189,220,177,225,176,1270,226,25,66,619,81,473,102
"14",15,"Cupania ludowigii",1096932558,-19.964271,-40.496607,"gass84",22804309,222,95,63,1658,296,147,149,236,201,243,201,1237,200,40,51,552,146,373,153
"15",16,"Cupania ludowigii",1318900475,-13,-41.37,"gass84",21361408,201,116,72,1233,278,118,160,210,188,211,181,924,158,20,58,399,74,367,83
"16",18,"Cupania ludowigii",1234545511,-22.638611,-44.661444,"gass84,iddatunl",23357169,201,117,62,2241,285,97,188,226,170,227,170,1501,265,25,70,732,87,707,87
"17",19,"Cupania ludowigii",1086908545,-23.473889,-46.766111,"gass84",23529918,183,101,60,2175,261,95,166,209,154,210,154,1373,231,35,59,640,123,599,123
"18",20,"Cupania ludowigii",1123816185,-20.087778,-40.615,"gass84",22830226,214,98,63,1677,291,136,155,228,193,235,192,1261,203,40,51,564,143,388,154
"19",22,"Cupania ludowigii",1424260679,-20.516111,-41.083611,"cdround,gass84,iddatunl",22916614,164,109,64,1738,246,77,169,179,144,185,141,1441,224,39,53,645,141,491,158
"20",23,"Cupania ludowigii",1077226358,-12.988333,-41.340833,"gass84",21352768,203,116,72,1249,280,120,160,212,189,213,183,941,162,20,60,409,71,377,80
"21",25,"Cupania ludowigii",1086908632,-23.453611,-46.774722,"gass84",23521278,182,102,61,2184,260,93,167,207,153,208,153,1364,232,34,61,642,120,598,120
"22",27,"Cupania ludowigii",1094858767,-20.023056,-43.501667,"gass84,iddatunl",22812876,200,116,63,2000,280,98,182,216,171,222,171,1424,306,11,85,794,36,600,51
"23",28,"Cupania ludowigii",1123811074,-20.093889,-40.431667,"gass84",22830230,241,88,61,1689,314,172,142,256,220,263,220,1148,191,42,49,505,148,322,148
"24",29,"Cupania ludowigii",1087630188,-19.883333,-43.366667,"gass84",22786960,205,116,63,2035,286,104,182,222,176,228,176,1390,293,10,85,774,34,574,34
"25",30,"Cupania ludowigii",1094801580,-12.983333,-41.333333,"gass84,iddatunl",21352769,199,115,72,1245,275,117,158,208,185,209,179,920,155,22,57,388,78,359,90
"26",31,"Cupania ludowigii",1077211964,-12.096111,-41.332778,"gass84",21171329,203,113,71,1400,279,122,157,214,200,215,181,835,118,23,46,332,93,287,122
"27",32,"Cupania ludowigii",1424118388,-8.196111,-36.385278,"cdround,gass84",20359287,200,91,70,1476,269,139,130,202,205,214,177,696,117,11,62,308,48,130,210
"28",35,"Cupania ludowigii",1123790896,-19.914167,-40.472222,"gass84",22787029,215,97,63,1648,291,139,152,229,195,237,194,1265,202,40,51,566,146,389,153
"29",36,"Cupania ludowigii",1234541456,-12.456667,-41.452778,"gass84,iddatunl",21240446,214,115,73,1262,291,134,157,223,202,225,195,937,142,19,52,386,84,331,106
"30",38,"Cupania ludowigii",1424316861,-22.25,-44.566667,"cdround,gass84,rdatm",23279411,147,124,65,2018,226,36,190,169,119,170,119,1856,327,25,73,936,93,842,93
"31",41,"Cupania ludowigii",1423931931,-20.716667,-42.483333,"cdround,gass84,iddatunl,rdatm",22959781,163,121,66,1895,246,64,182,180,139,185,137,1504,264,23,68,744,91,594,104
"32",42,"Cupania ludowigii",1423931862,-20.7,-42.283333,"cdround,gass84,iddatunl",22951146,191,132,66,1992,283,83,200,209,165,214,164,1324,235,18,70,671,73,517,92
"33",43,"Cupania ludowigii",1423931844,-20.7,-42.466667,"cdround,gass84,iddatunl,rdatm",22951141,160,120,66,1865,243,62,181,177,136,182,134,1518,267,23,68,751,91,600,104
"34",44,"Cupania ludowigii",1424316864,-22,-42.05,"gass84,rdatm",23227631,192,103,60,2089,272,102,170,209,165,220,165,1439,242,29,60,654,109,555,109
