"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Ocotea riedeliana",1424155567,-22.462778,-43.013056,"cdround,gass84",23322648,168,98,59,2027,247,82,165,193,142,195,142,1785,299,45,59,802,150,721,150
"2",2,"Ocotea riedeliana",1123805254,-19.909167,-40.591667,"gass84",22787026,214,101,64,1664,291,135,156,228,193,235,193,1269,206,37,54,578,136,401,145
"3",3,"Ocotea riedeliana",1123807374,-19.923889,-40.620278,"gass84",22795666,205,101,64,1671,283,126,157,220,185,226,183,1301,207,39,52,585,143,411,153
"4",4,"Ocotea riedeliana",1123790880,-19.971944,-40.5125,"gass84",22804308,212,98,64,1655,288,135,153,226,191,233,191,1272,203,40,51,567,147,390,156
"5",6,"Ocotea riedeliana",1424176515,-22.5,-42.25,"gass84",23331307,232,84,58,1909,302,158,144,247,207,257,207,1101,170,34,47,442,111,381,111
"6",7,"Ocotea riedeliana",1424288533,-22.433333,-42.833333,"cdround,gass84",23314013,220,101,59,2218,303,132,171,246,191,248,191,1499,246,34,59,665,116,610,116
"7",8,"Ocotea riedeliana",1097400887,-27.2183045638794,-49.6437326941371,"cdrep",24307449,189,103,53,3089,288,96,192,227,151,227,150,1531,176,87,21,483,288,480,314
"8",9,"Ocotea riedeliana",1259797180,-25.55,-51.66666,"gass84",23961801,167,114,59,2810,260,69,191,168,131,202,131,1738,184,103,18,497,366,489,376
"9",10,"Ocotea riedeliana",1098020467,-27.0608031135342,-49.5184229581099,"cdrep",24272892,200,100,52,3043,298,109,189,236,162,237,162,1546,174,88,22,495,288,487,310
"10",11,"Ocotea riedeliana",1097969234,-22.9069598238154,-43.2076685470805,"cdrep",23409044,233,73,55,1932,300,169,131,259,209,259,209,1246,146,53,35,437,165,437,165
"11",12,"Ocotea riedeliana",1098175569,-22.5309,-43.0084,"gass84",23331288,209,99,57,2205,292,121,171,236,180,238,180,1723,278,44,57,755,148,694,148
"12",13,"Ocotea riedeliana",1228565278,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
"13",14,"Ocotea riedeliana",1086885593,-22.55,-42.5,"gass84",23339941,229,89,58,2013,304,153,151,253,203,256,203,1198,185,33,50,488,111,445,111
"14",15,"Ocotea riedeliana",1423952385,-22.466667,-42.5,"cdround,gass84",23322661,218,95,59,2025,296,137,159,242,192,245,192,1342,218,29,58,586,105,535,105
"15",16,"Ocotea riedeliana",1258358960,-22.55638,-42.51194,"gass84",23339940,230,89,58,2028,305,152,153,254,203,256,203,1214,187,34,51,497,112,455,112
