"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Matayba grandis",1094905784,-11.871111,-37.586389,"gass84",21119578,250,86,68,1399,316,190,126,247,261,265,230,1517,248,59,50,656,191,278,498
"2",2,"Matayba grandis",1424237940,-20.291389,-40.519444,"cdround,gass84",22864788,217,93,62,1677,292,143,149,231,196,238,195,1242,197,44,48,540,153,365,167
"3",3,"Matayba grandis",1424308279,-14.755833,-39.233889,"cdround,gass84,muluriiv,rdatm",21724339,244,65,62,997,294,190,104,252,242,256,229,1513,179,82,21,450,283,426,368
"4",5,"Matayba grandis",1796871685,-14.7703,-39.5361,"gass84",21724332,228,71,63,1126,282,171,111,236,224,241,212,1252,144,70,22,373,231,338,305
"5",6,"Matayba grandis",1234544161,-14.770278,-39.386111,"gass84",21724335,239,68,63,1051,291,184,107,247,236,251,224,1339,149,75,21,385,250,364,324
"6",7,"Matayba grandis",1042467223,-0.133333,-62.98,"elmms,gass84,gdativ",18691129,268,99,90,333,324,215,109,264,270,271,263,2239,326,117,37,859,362,382,833
"7",8,"Matayba grandis",1258921279,-3,-59.96666,"gass84,iddatunl",19287361,272,84,82,480,328,226,102,268,278,279,267,2172,289,67,44,824,235,290,807
"8",9,"Matayba grandis",1258924222,-23.58333,-46,"gass84,iddatunl",23547217,174,93,57,2275,248,86,162,201,144,203,144,1895,261,61,45,757,218,732,218
"9",10,"Matayba grandis",1260371084,-22.96666,-43.26666,"gass84,iddatunl",23426322,212,89,57,2047,288,134,154,237,187,240,187,1529,206,56,41,586,183,557,183
"10",11,"Matayba grandis",1228515677,5,-59,"cudc,cuiv,gass84",17628505,260,85,80,577,314,208,106,259,267,267,252,2793,435,85,44,1151,331,331,599
"11",12,"Matayba grandis",1228171737,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
"12",13,"Matayba grandis",1098012077,-22.5309,-43.0084,"gass84",23331288,209,99,57,2205,292,121,171,236,180,238,180,1723,278,44,57,755,148,694,148
