"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Brasiliopuntia brasiliensis",1806874445,-12.575556,-38.989167,"gass84",21266425,234,79,64,1505,297,174,123,218,222,250,212,1196,162,56,34,433,210,215,368
"2",2,"Brasiliopuntia brasiliensis",1819183105,-22.753889,-41.996944,"cdround,gass84,rdatm",23383153,229,68,56,1735,290,169,121,241,208,252,208,908,124,39,34,326,121,262,121
"3",3,"Brasiliopuntia brasiliensis",1423907869,-18.643889,-40.582778,"cdround,gass84,iddatunl",22527827,238,105,68,1475,313,160,153,249,218,257,218,1114,180,31,57,513,109,362,109
"4",4,"Brasiliopuntia brasiliensis",1500100170,-22.9125,-42.911944,"cdround,gass84",23409051,225,84,55,2092,301,150,151,251,199,254,199,1295,172,50,40,482,155,463,155
"5",5,"Brasiliopuntia brasiliensis",1423934748,-22.956667,-43.021111,"cdround,gass84,rdatm",23417688,230,82,56,2066,304,158,146,256,205,259,205,1263,155,53,36,449,164,441,164
"6",6,"Brasiliopuntia brasiliensis",1087710420,-13.921667,-41.118889,"gass84",21551494,239,104,72,1341,305,161,144,249,224,252,219,616,131,4,79,320,22,229,24
"7",7,"Brasiliopuntia brasiliensis",1424481788,-18.716944,-40.545833,"cdround,gass84",22545107,239,105,69,1486,314,162,152,250,219,258,219,1124,182,31,58,521,108,367,108
"8",8,"Brasiliopuntia brasiliensis",1090888866,-18.4033,-39.7019,"gass84",22476008,241,79,61,1535,304,176,128,253,220,260,220,1382,187,69,33,505,233,357,233
"9",9,"Brasiliopuntia brasiliensis",1258046489,-14.333472,-68.572389,"cdround,gass84,iddatunl",21637235,222,95,71,1262,285,153,132,232,204,234,203,1846,273,56,51,778,189,582,205
"10",11,"Brasiliopuntia brasiliensis",1258045961,-14.325,-68.565833,"cdround,gass84,iddatunl",21628595,228,96,71,1272,291,157,134,238,209,239,209,1912,283,61,51,805,203,596,221
"11",12,"Brasiliopuntia brasiliensis",1095854353,-12.482639,-40.97975,"gass84,iddatunl,txmatfuz",21249097,216,110,73,1397,289,139,150,227,200,229,194,711,108,17,51,289,69,245,88
"12",13,"Brasiliopuntia brasiliensis",1087695561,-10.1035,-37.419861,"gass84",20756702,245,85,65,1705,311,181,130,227,254,263,220,721,116,20,56,324,76,134,269
"13",14,"Brasiliopuntia brasiliensis",1424472532,-14.331667,-40.210278,"cdround,gass84,rdatm",21629275,200,85,66,1365,261,133,128,210,184,215,180,705,115,23,50,298,83,236,94
"14",15,"Brasiliopuntia brasiliensis",1087691157,-10.879639,-37.645278,"gass84,iddatunl",20920857,242,86,67,1473,307,180,127,228,248,258,221,1047,168,37,53,449,116,196,377
"15",16,"Brasiliopuntia brasiliensis",1503270293,27.2969,-82.4258,"gass84",12996902,224,117,50,4264,328,98,230,274,177,274,166,1350,236,36,63,645,171,645,194
"16",17,"Brasiliopuntia brasiliensis",1257939616,-14.465444,-68.542528,"cdround,gass84,iddatunl",21663155,203,93,71,1197,265,135,130,211,186,214,184,1616,243,37,55,695,138,528,147
"17",18,"Brasiliopuntia brasiliensis",1090888596,-20.32705,-40.27769,"gass84",22873434,248,75,58,1661,316,188,128,262,227,270,227,1101,179,52,43,454,171,274,171
"18",19,"Brasiliopuntia brasiliensis",1087692111,-10.863056,-37.628444,"gass84",20912217,237,85,68,1460,301,176,125,223,244,253,217,1113,181,39,54,487,123,200,409
"19",20,"Brasiliopuntia brasiliensis",1424484242,-14.358611,-40.261111,"cdround,gass84",21637914,208,86,67,1379,269,141,128,219,192,223,188,692,118,20,55,302,72,241,80
"20",21,"Brasiliopuntia brasiliensis",1087686560,-10.738333,-37.811111,"gass84",20886293,233,87,66,1540,299,169,130,217,240,249,211,926,143,33,50,392,107,179,334
"21",22,"Brasiliopuntia brasiliensis",1087686543,-10.549444,-37.533889,"gass84",20851740,238,79,65,1483,298,178,120,223,245,253,216,807,134,29,54,358,90,136,302
"22",23,"Brasiliopuntia brasiliensis",1087687929,-11.068889,-37.724722,"gass84",20955415,242,93,67,1588,313,176,137,227,250,260,220,1065,160,37,47,433,141,196,372
"23",25,"Brasiliopuntia brasiliensis",1257826088,-14.540833,-68.690278,"cdround,gass84,iddatunl",21671792,213,93,72,1243,274,146,128,222,195,225,194,1703,253,44,53,725,160,550,172
"24",26,"Brasiliopuntia brasiliensis",1257895968,-14.546944,-68.693333,"cdround,gass84,iddatunl",21680432,210,92,72,1238,271,144,127,219,192,222,191,1657,247,41,53,709,151,538,162
"25",28,"Brasiliopuntia brasiliensis",1257851680,-18.931944,-64.107778,"cdround,gass84",22587742,207,118,64,2145,289,107,182,229,176,229,176,940,193,10,84,528,38,411,38
"26",29,"Brasiliopuntia brasiliensis",1090888423,-19.940556,-40.228333,"gass84",22795675,246,85,60,1696,317,177,140,260,227,269,224,1130,186,40,49,496,148,312,151
"27",31,"Brasiliopuntia brasiliensis",1123828322,-20.297861,-40.442194,"gass84",22873430,242,82,59,1668,314,177,137,257,222,264,222,1157,188,49,45,491,160,312,176
"28",32,"Brasiliopuntia brasiliensis",1094906996,-12.929167,-39.901667,"gass84",21344163,213,78,66,1390,274,157,117,227,196,229,193,597,94,18,50,243,67,222,85
"29",33,"Brasiliopuntia brasiliensis",1094907126,-13.483611,-40.264722,"gass84",21456474,196,80,67,1358,256,138,118,208,180,211,176,758,115,27,41,280,99,252,119
"30",34,"Brasiliopuntia brasiliensis",1087692833,-11.033222,-37.734222,"gass84",20946775,242,91,67,1555,312,177,135,227,249,259,220,1022,153,37,47,418,134,190,360
"31",35,"Brasiliopuntia brasiliensis",1089279313,-23.425556,-51.932778,"gass84,iddatunl",23521154,179,123,63,2490,268,74,194,208,159,208,143,1286,164,46,34,467,186,467,240
"32",36,"Brasiliopuntia brasiliensis",1087682904,-10.82075,-37.177833,"gass84",20903588,254,64,65,1144,301,204,97,252,261,266,237,1372,243,40,60,629,129,220,500
"33",37,"Brasiliopuntia brasiliensis",1094891064,-11.339722,-41.076944,"gass84",21015815,212,101,72,1396,280,141,139,223,197,226,191,614,99,13,59,272,56,226,70
"34",38,"Brasiliopuntia brasiliensis",1094893719,-19.865833,-40.616944,"gass84",22778386,223,101,65,1662,299,144,155,237,202,244,202,1237,204,35,55,570,129,391,138
"35",39,"Brasiliopuntia brasiliensis",1257845695,-18.9075,-64.108056,"cdround,gass84",22579102,198,117,65,2083,279,101,178,220,168,220,168,927,185,10,82,514,38,415,38
"36",41,"Brasiliopuntia brasiliensis",1090875583,-20.319722,-40.3375,"gass84",22873432,246,77,58,1672,317,185,132,261,226,269,226,1141,185,51,44,476,168,296,168
"37",42,"Brasiliopuntia brasiliensis",1094905531,-17.656944,-39.1725,"gass84",22320500,244,73,61,1375,304,186,118,249,261,261,226,1286,170,57,26,413,232,232,304
"38",43,"Brasiliopuntia brasiliensis",1123828760,-19.808083,-40.675556,"gass84",22769744,236,104,65,1672,314,155,159,250,214,257,214,1191,203,31,59,565,113,382,113
"39",44,"Brasiliopuntia brasiliensis",1087696174,-11.173486,-38.013928,"gass84",20981328,241,98,69,1572,315,173,142,237,239,258,219,775,122,32,42,304,117,153,240
"40",45,"Brasiliopuntia brasiliensis",1585291530,13.66667,-89.25,"",15822019,227,131,75,775,317,144,173,228,220,238,217,1921,380,3,93,1055,16,235,51
"41",46,"Brasiliopuntia brasiliensis",1257660632,-19.003611,-63.704722,"cdround,gass84",22605032,243,125,62,2395,332,133,199,263,209,267,209,1167,206,15,73,591,64,478,90
"42",47,"Brasiliopuntia brasiliensis",1090879308,-18.7106,-40.4006,"gass84",22545111,240,102,68,1502,315,165,150,251,220,259,220,1133,179,34,54,508,121,361,121
"43",48,"Brasiliopuntia brasiliensis",1123823580,-19.826944,-40.739722,"gass84",22769743,221,105,65,1664,299,138,161,235,200,242,199,1248,208,33,57,587,120,408,130
"44",49,"Brasiliopuntia brasiliensis",1087678413,-10.918056,-37.65,"gass84",20929497,242,86,67,1481,308,180,128,228,249,258,221,1062,169,37,52,453,119,200,382
