"","X","name","key","decimalLatitude","decimalLongitude","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Vochysia rectiflora",1094929026,-22.050278,-42.080833,"gass84",23236271,190,101,59,2092,270,101,169,207,163,218,163,1453,242,29,59,657,112,562,112
"2",2,"Vochysia rectiflora",1090516220,-15.395833,-39.566111,"gass84",21853931,215,79,65,1269,273,153,120,225,211,229,197,1105,137,65,23,353,217,293,244
"3",3,"Vochysia rectiflora",1123818121,-20.918889,-41.289444,"gass84",23003010,215,109,63,1849,300,128,172,231,193,238,191,1176,199,30,57,541,99,389,121
"4",4,"Vochysia rectiflora",1089115552,-20.086,-40.49,"gass84,iddatunl",22830229,245,88,61,1697,317,175,142,259,223,267,223,1136,191,41,50,505,143,320,143
"5",5,"Vochysia rectiflora",1090872454,-20.15,-40.816667,"gass84,iddatunl",22838861,194,105,64,1706,274,110,164,208,173,215,171,1331,212,37,54,603,137,434,151
"6",6,"Vochysia rectiflora",1123804410,-20.096389,-40.676944,"gass84",22830224,208,101,63,1689,286,127,159,222,187,229,186,1281,206,38,53,578,138,404,150
"7",7,"Vochysia rectiflora",1123807352,-19.923889,-40.620278,"gass84",22795666,205,101,64,1671,283,126,157,220,185,226,183,1301,207,39,52,585,143,411,153
"8",8,"Vochysia rectiflora",1123798279,-19.9075,-40.553056,"gass84",22787027,200,100,64,1637,277,121,156,214,180,221,179,1320,207,41,51,589,149,416,157
"9",10,"Vochysia rectiflora",1123799312,-19.971389,-40.530278,"gass84",22804308,212,98,64,1655,288,135,153,226,191,233,191,1272,203,40,51,567,147,390,156
"10",11,"Vochysia rectiflora",1586074430,-20.766667,-42.35,"cdround,gass84,rdatm",22968424,193,132,65,2035,286,84,202,211,165,216,165,1326,236,18,70,671,74,517,74
"11",12,"Vochysia rectiflora",1424188216,-22,-42.05,"gass84,iddatunl",23227631,192,103,60,2089,272,102,170,209,165,220,165,1439,242,29,60,654,109,555,109
"12",13,"Vochysia rectiflora",1089015037,-11.5242,-45.2714,"gass84,iddatunl",21050274,232,145,70,994,332,126,206,235,219,244,218,1050,186,1,81,492,4,296,24
"13",14,"Vochysia rectiflora",1252658020,-11.88,-45.45,"gass84",21128030,241,134,72,837,333,148,185,241,232,251,229,1274,246,0,85,601,3,376,20
"14",16,"Vochysia rectiflora",1123783292,-19.976944,-40.644167,"gass84",22804305,201,102,64,1655,279,121,158,215,181,222,179,1313,208,39,52,591,143,418,154
"15",17,"Vochysia rectiflora",1144801003,-22.48222,-42.9125,"gass84,rdativ",23322651,210,101,58,2232,294,121,173,237,181,239,181,1595,265,38,59,712,127,649,127
"16",18,"Vochysia rectiflora",1055868959,-10.773109,-53.08982,"gass84",20894566,256,143,69,674,358,152,206,256,247,262,246,2243,376,3,75,1081,28,590,52
"17",19,"Vochysia rectiflora",1228620369,-10.8339,-52.8731,"gass84",20911852,254,141,69,663,353,151,202,255,245,260,244,2144,354,3,75,1028,28,559,54
"18",20,"Vochysia rectiflora",1424422009,-23.035,-44.301667,"cdround,gass84",23434937,231,84,57,1961,307,160,147,255,207,257,207,1776,257,63,46,718,195,684,195
