"","name","n","minlat","lat.05","lat.50","lat.95","maxlat","minlon","lon.05","lon.50","lon.95","maxlon","mintemp","temp.05","temp.50","temp.95","maxtemp","trangemin","trange.05","trange.50","trange.95","trangemax","minp","p.05","p.50","p.95","maxp","seasonpmin","seasonp.05","seasonp.50","seasonp.95","seasonpmax"
"34","Annona cacans",90,-30,-28.8325694,-22.9028,-10.3692498,-7.583333,-57.552694,-54.67749985,-47.065928,-36.6422406,-35.05,146,168.8,199.5,249.1,257,107,129.45,180,212.1,224,843,1072.4,1413,1916.95,2172,5,10,50.5,72,79
"35","Annona dolabripetala",212,-28.62,-24.79758315,-20.716667,-13.79000015,-4.545833,-56.305278,-48.4858331,-43.151880674561,-39.21042685,-37.562222,152,171.1,212,244,271,96,110.65,166,192.45,231,613,1073,1421,2450.85,2877,16,19,48,84.45,89
"36","Annona neolaurifolia",37,-25.0141815734013,-22.7746060851452,-19.3949002236543,-14.3033336,-13.2,-52.57,-47.9444942514759,-42.5309212652528,-39.0438294461223,-39.016667,181,185.2,231,245.4,251,97,100.6,155,191.2,201,779,1199.4,1418,1964,2438,14,16.8,51,87,89
"37","Aparisthmium cordatum",902,-28.316667,-22.5764859,-3.5591665,7.3196089,18.88389,-96.92378,-77.964205,-63.3666635,-39.2402359,-35.002778,147,199,250,271,284,84,103,119,186,209,543,1105.4,2334,3792.5,7787,10,15.05,43,73,89
"38","Apuleia leiocarpa",539,-35.3869,-25.2903303,-13.28,2.5724147,9.066667,-78.116944,-72.517531,-48.2843944610851,-35.0591115,-34.799444,159,194,244,273.1,281,88,110,151,206.1,322,29,798,1564,2527.3,4395,5,17,62,86,116
"39","Artocarpus heterophyllus",126,-35.116667,-24.602979,8.657086,25.5467335,38.614167,-159.583,-88.8000675,74.1540275,145.591559072861,173.91684,55,159,228,266,288,78,98.75,163,243.75,385,281,911.25,1611.5,3816,4693,10,19,66.5,93,113
"40","Aspidosperma discolor",149,-19.073056,-17.1466648,-13.231389,3.9266666,7.0758,-77,-64.069,-41.77,-34.9999448,-34.861667,172,190.8,235,263.6,274,82,97,151,190.6,208,613,676.2,1502,2540,7084,10,15.8,62,85.6,99
"41","Aspidosperma illustre",18,-20.75,-20.05819435,-11.386722,-7.9567779,-7.639444,-42.13333,-41.41083255,-37.7688195,-34.9502967,-34.950278,191,198.65,224,256,256,95,95,132,173.95,185,504,654.45,1175,1786.7,1853,17,34.85,61,72.75,77
"42","Aspidosperma parvifolium",259,-35.3869,-22.937222,-12.416944,6.554994,10.833333,-80.0667,-75.044802,-59.685474,-39.0561671,-34.950278,103,179.9,243,270.1,284,93,104,143,194,322,501,648.6,1530,2691.1,3648,8,21.9,55,86,119
"43","Aspidosperma polyneuron",185,-35.3869,-24.292664,-22.378083,10.4536236,19.390556,-96.964722,-77.7544312,-49.691528,-40.2361379223072,-36.41667,146,183,209,273.8,284,99,120,181,217,322,576,746,1298,1868,3159,11,24,59,85.6,97
"44","Aspidosperma spruceanum",4,-13.3,-13.297,-13.28,-4.44,-2.88,-59.97,-57.2595,-41.875,-41.765,-41.75,183,184.05,198.5,262.25,272,102,111.3,164.5,169.25,170,957,961.95,991.5,2013,2193,40,42.4,56.5,62.95,64
"45","Astrocaryum aculeatissimum",58,-26.2471960785953,-24.92793715,-20.809589,-18.08283305,-17.88,-51.3338353247152,-48.4140357425748,-41.465361,-39.65,-39.366667,182,197.1,226,243,244,121,126,157.5,188.15,205,1063,1100.25,1316.5,2087.1,2537,23,27,47.5,70.15,75
"46","Astronium concinnum",47,-21.518333,-20.3512478,-13.95,-11.4680836,-10.55,-44.633333,-41.276814,-40.064527,-39.0788607,-37.53,206,211.3,234,245.7,247,107,107,123,172,179,534,572.1,920,1265,1748,19,23.3,40,61.7,91
"47","Astronium graveolens",639,-26.08333,-22.817917,11.001392,20.5827777,23.950465,-105.5,-104.3449168,-85.15,-42.8073753175436,-37.054167,142,197,252,276,284,86,109,156,200.2,272,345,760.6,1367,3024,4108,16,37,68,111,129
"48","Attalea dubia",11,-27.1022062163807,-26.9609641081903,-23.852778,-22.406422,-22.281944,-49.076667,-49.0630555,-46.9425,-42.7697555,-42.531111,151,161.5,183,217,225,163,163.5,173,183,185,1200,1297.5,1689,2338,2525,25,25,44,63,67
"49","Balfourodendron riedelianum",190,-35.3869,-27.2930510089955,-23.7056905,-11.71861685,-9.65,-64.9208,-57.4424985,-52.441653,-40.6528794,-38.583333,161,171.9,205.5,238,259,150,160,197,234.55,322,492,653.75,1417,1908.55,2189,9,11,35,69,89
"50","Banara brasiliensis",34,-23.4253,-22.9386444742063,-13.344028,-8.0992423,-8.0022,-74.14,-46.2634945556023,-39.133333,-35.89762,-34.950278,179,200,231.5,252.75,263,95,99.65,130,163.85,194,643,690.75,1366.5,1837.2,2092,16,17.65,46.5,65,66
"51","Banara serrata",26,-22.774722,-22.6528603465886,-19.9358555,-15.11447575,-13.672222,-44.797778,-44.7178085,-40.5843045,-39.14037725,-39.117778,157,186.75,212,243.75,245,99,109.5,149.5,194,198,779,849.5,1286.5,1675.5,2123,12,18,51.5,72,75
"52","Basiloxylon brasiliensis",9,-21.3275,-21.2432776,-20.716667,-7.445717,-4.298417,-42.016667,-41.8232402,-40.983333,-38.3478226,-37.966667,210,212.4,236,244.6,245,101,104.2,146,191,197,990,994.8,1156,1694,1752,15,28.2,52,76.4,80
"53","Bathysa gymnocarpa",28,-23.733333,-23.6125,-22.8126385,-15.7616972831782,-15.202778,-47.9298726661488,-47.0325,-43.3016665,-41.1177223,-39.408056,149,164.4,211.5,233,238,114,131,161.5,189,189,1142,1205.55,1529,2179.6,2283,19,33.7,52.5,72.55,78
"54","Bathysa mendoncaei",73,-24.1831,-23.76724,-22.45,-15.0250492,-11,-46.7889,-45.517167,-42.9673504090551,-39.2621298,-39.133333,149,170,214,239.4,244,101,113.2,161,179,193,576,1105,1453,2405,2580,16,18,48,64.3999999999999,87
"55","Bathysa stipulata",66,-24.143333,-23.97459375,-22.608472,-18.56525,-13.890833,-46.835833,-46.68749975,-43.239444,-40.280461,-39.459167,164,166,208,234.75,240,103,138,159,185.75,188,1088,1197,1508,2724.75,2849,15,35,47,69.5,84
"56","Bauhinia forficata",607,-37.8167,-29.3728814,-22.95,-8.9746003,42.140675,-120.66839,-64.707,-48.666667,-39.08,144.9667,39,168,207,255.7,275,93,108,185,239,322,158,712.5,1424,2049,3104,9,11,41,87,113
"57","Beilschmiedia angustifolia",3,-22.588056,-22.5880559,-22.588055,-22.4488052,-22.433333,-43.468333,-43.468333,-43.468333,-42.896833,-42.833333,183,183,183,216.3,220,167,167,167,170.6,171,1499,1522,1729,1729,1729,58,58,58,58.9,59
"58","Beilschmiedia fluminensis",3,-22.9069598238154,-22.6084860414339,-19.922222,-19.9089722,-19.9075,-43.2076685470805,-42.9458183923725,-40.589167,-40.5566671,-40.553056,200,200.5,205,230.2,233,131,133.5,156,156.9,157,1246,1251.5,1301,1318.1,1320,35,36.6,51,51.9,52
"59","Brasiliopuntia brasiliensis",6,-19.865833,-19.35043025,-12.3031945,-6.51962475,-5.883333,-57.675306,-53.650924,-39.849861,-35.784264,-35.375,216,217.5,229,258.5,259,125,125.25,143.5,173.5,178,784,799.5,991.5,1227.25,1237,29,35.5,59.5,68,70
"60","Brosimum glaziovii",47,-29.91,-28.5727501,-22.801017,-18.9849722,-15.166667,-51.18,-49.3646389,-45.104011,-40.0848595,-39.583333,156,176.9,201,240.7,247,118,136.2,182,190,195,1081,1105.9,1357,1717,2212,9,20.6,63,76,83
"61","Brosimum guianense",909,-26.07849,-20.7965496,-0.416667,16.3200536,19.326944,-96.943333,-89.1508318,-70.1225,-39.0414681230612,-34.863056,101,205,254,273,284,70,96,123,188,209,533,1222,2439,4106,7991,9,17,51,77,106
"62","Brosimum lactescens",586,-29.205,-16.9,-2.9356085,14.50416,18,-94.658333,-85.408333,-69.833315,-49.3537724895275,-37.602778,101,201,255,274.75,284,93,106,136,194.75,206,832,1377,2435,4108,7480,10,18,52,74,112
"63","Byrsonima intermedia",639,-35.3869,-25.5256264296827,-21.581389,-14.6518613,-7.6375,-64.9208,-56.122883,-48.4402285356956,-43.5811059,-36.855833,136,170,207,252,273,87,153,182,202.2,322,576,1175,1435,1847.9,2594,9,29,65,86,95
"64","Byrsonima laxiflora",195,-23.016667,-22.2821918,-15.970833,-9.95400000000001,-2.599917,-58.666667,-54.9706769,-48.083333,-42.9182331,-35.17667,192,205,224,268.3,273,88,139,164,197,214,1035,1240.3,1502,1823.3,2263,35,57,77,83,100
"65","Byrsonima sericea",1121,-23.05,-20.558056,-12.536944,-6.786944,6.58,-61.5,-47.5247,-40.0042,-35.125833,-34.8179186207541,172,197,240,260,277,80,97,138,182,220,477,733,1256,1888,2603,10,20,58,90,114
"66","Caesalpinia ferrea",372,-28.926667,-22.7557219,-8.612946,-3.6832942,-0.586989,-67.8,-49.022517,-39.178722,-36.3820355,-34.881111,147,212,243,270,278,87,107,143,177,222,419,464.55,797.5,1908.05,2911,17,33,85,105.45,117
"67","Calophyllum brasiliense",1320,-27.455,-22.831141,-0.179723545452271,18.45701345,25.46861,-105.691667,-95.0630839654247,-69.667992,-41.209417,-34.978611,94,188.95,245,272,283,78,101,147,197,269,361,1081.85,2047.5,3588.35,7787,9,21,59,95,118
"68","Calyptranthes brasiliensis",246,-25.3994719783354,-22.9164400989316,-17.6208165,-8.1439,-6.493611,-51.58,-44.2481945,-40.262012,-35.58375,-34.933217,110,185,239.5,253,266,94,107,141,189,216,504,739,1254,1807.75,3094,9,17.25,50.5,86.75,94
"69","Calyptranthes concinna",321,-35.3869,-29.3806229544108,-25.42,-18.041611,21.782514,-97.704669,-56.83333,-50.575556,-45.783333,-39.228889,132,154,193,230,264,112,159,193,226,322,576,1198,1521,2100,2989,8,9,25,75,89
"70","Calyptranthes grandiflora",11,-29.335833,-28.0459165,-24.100556,-20.241389,-19.966667,-50.706944,-50.523672,-49,-40.809722,-40.533333,147,155.5,183,212.5,213,153,154,169,207,208,1151,1211.5,1441,2001,2057,12,13,43,62.5,66
"71","Calyptranthes grandifolia",142,-30.8550346060038,-29.0098889,-21.2045835,-11.22255585,-7.838889,-54,-50.20452765,-42.9416665,-39.0698753,-35.002778,116,160.05,203,241.95,250,97,124.1,161,190,211,442,697.9,1420.5,1992.15,2580,5,11.05,46,77,88
"72","Calyptranthes strigipes",40,-27.36,-26.94319455,-23.3852035,-20.25095855,-19.931111,-51.47,-49.841,-45.0884725,-40.6199032,-40.519444,144,164.9,205,228,233,131,149.95,177,194.5,212,1141,1245.8,1664,2326.6,2525,18,26.75,46.5,66.05,72
"73","Campomanesia guaviroba",252,-29.516667,-27.092222,-23.075,-11.8665426,-2.88333,-67.833333,-54.2760924950813,-47.2760515,-39.34066665,-35.194717,116,168,205,243.45,259,103,120.75,178,213.15,234,611,1124.9,1426,2405,3022,9,16.55,43,75.45,105
"74","Campomanesia guazumifolia",292,-35.3869,-27.91777745,-23.78755,-19.0656944,-11.546947,-64.9208,-56.38916385,-51.1805555,-39.8097444,151.2125,143,160,206,245,248,97,131.55,195,228,322,576,1117,1481.5,1929.9,2321,5,11,33,77.45,89
"75","Campomanesia xanthocarpa",405,-35.3869,-29.8867034,-25.5889,-16.6062776,7.75,-64.9208,-56.83333,-50.85,-40.8409996,80.75,149,161,192,233,266,109,149,192,225,322,576,1185,1521,1963.4,2677,5,10,26,74,99
"76","Cariniana estrellensis",392,-28.375,-24.8215301439601,-20.445,-11.9249985,-9.07,-74.14,-69.218163,-49.2329324361444,-40.99491485,-39.133333,161,182,212,251.45,265,98,134,178,198,214,637,1020.5,1421,2099.05,3180,18,29,58.5,82.45,94
"77","Cariniana legalis",106,-23.621111,-22.9042,-19.8172335,-8.3324915,10.5,-64.611944,-47.778472,-42.025,-36.54729175,-34.863056,181,191,223,252.5,262,97,102.5,160,187,198,576,1096.75,1337.5,1932,2267,14,19,60,84.25,89
"78","Cariniana rubra",95,-22.9056,-16.3676669,-12,-7.0934723,-1.555833,-64.910277,-60.1188882,-48.625,-47.4655553,-45.066667,193,232.9,255,266,273,111,147,168,195.5,207,1021,1355.6,1664,2074.3,2468,54,63.4,77,84,88
"79","Carpotroche brasiliensis",170,-22.930278,-22.52312485,-18.9034165,-11.4574348,-2.41625,-71.9212,-43.7258331,-40.111789,-37.9208333,-37.416667,185,201,237,252,269,96,99.45,142,187,199,828,1000.5,1263,1994.55,2421,9,14.45,48,78.1,87
"80","Caryocar edule",27,-20.310278,-20.0242899,-16.5,-12.8071946,-12.18306,-41.99722,-41.5720857,-39.8294,-39.031667,-38.958611,200,202.2,227,243,243,100,103.8,131,168.5,179,620,896,1301,1644.3,1756,10,10.9,38,70.2,84
"81","Casearia arborea",1298,-23.619722,-20.24921065,-4.226389,18.1181853,20.86666,-95.236667,-84.16,-65.83333,-39.08333255,-34.820556,39,194,242,269,286,79,100,132,189,220,611,845,1967.5,4281.8,7787,9,18,52,86,99
"82","Casearia commersoniana",887,-22.966667,-19.9357631,0.86,16.547165,19.3333,-101.171667,-90.075303,-54.85416,-38.3039168,-34.85,66,205,246,271,285,78,97,130,179.7,211,576,852.1,1831,4106,7084,9,17,54,90.6999999999999,112
"83","Casearia decandra",746,-35.3869,-28.507961,-19.953611,18.13228725,18.465278,-88.347222,-74.995,-53.066172,-40.0701595,-35.375,54,163,212,263,281,88,109,173,224,322,576,1026,1593,2749,4233,5,11,44,80,102
"84","Casearia obliqua",179,-35.3869,-27.6535349909815,-23.423889,-18.3270194,-8.796389,-64.9208,-51.6683333,-47.883333,-40.6293893,-35.840833,149,160.9,188,231,245,100,144.9,180,209.1,322,576,1150.9,1463,2021.6,2438,8,12,48,81.2,92
"85","Casearia sylvestris",3553,-35.8156,-26.3452208,-12.35,18.419996,24.4025,-106.588056,-92.9842224,-57.212139,-38.6929842,166.36797,54,177.6,232,268,287,78,106,160,211,322,334,914.2,1552,3233.4,8150,5,20,59,90,119
"86","Cathedra rubricaulis",19,-22.9069598238154,-22.7576958823815,-20.75,-12.8489996,-12.8,-50.816667,-44.2034166,-41.283333,-39.1253984,-39.003983,189,198.9,240,248,266,98,106.1,141,173.3,185,757,903.7,1135,1739.8,2143,9,15.3,46,73,82
"87","Cecropia glaziovii",110,-29.420556,-27.49263885,-22.406111,-12.64537515,-2.333333,-57.1607,-52.6005471,-44.4860335,-39.06122315,-37.1944,117,170.45,206.5,248.3,269,92,103.05,171.5,197,226,846,1120.15,1419,2178.65,2582,9,20.45,47,75,87
"88","Cecropia hololeuca",59,-24.956944,-23.875,-20.8489,-14.7909998,-2.5747,-47.89,-46.9250003,-42.255278,-39.5380835,-39.037222,170,185.5,227,244,269,92,107,159,188.5,200,954,1061.2,1289,2121.8,3025,9,22.6,54,79.2,88
"89","Cedrela odorata",1500,-36.866667,-21.09987095,12.93,21.21848515,38,-156.151,-101.62016215,-85.465,-41.04604165,174.73351,51,162,242,268,286,72,106,160.5,239,422,261,692.65,1536.5,3463.5,7673,11,20,63,104,124
"90","Ceiba crispiflora",6,-30.034991,-28.30124325,-18.65179,-8.2124975,-8.03333,-75.01666,-74.74166,-59.5655485,-47.40371075,-47.07717,186,188,220.5,259,261,143,143.25,168,191,193,1306,1308.75,1644.5,2443,2596,10,16.5,43.5,63.75,65
"91","Ceiba erianthos",82,-22.971111,-22.84559745,-14.065,-11.3051389,-10.5075,-58.380441,-44.0712363,-40.691528,-39.16683365,-38.68,190,195,228.5,246,248,104,112.05,146,184.85,199,504,534.2,919,1439.05,1825,19,25.1,55,83.9,90
"92","Celtis iguanaea",2298,-33.96,-26.37,9.15347,22.26402765,39.68,-112.325,-104.3827226,-79.1276385,-39.87217695,45.220001,61,180,243,270,287,78,112,165,246,362,149,665.7,1332,3177.45,4430,7,16,65,110,129
"93","Celtis orthacanthos",2,-22.9069598238154,-22.3307784826246,-17.1451464119077,-11.9595143411908,-11.383333,-43.2076685470805,-43.0197851197265,-41.3288342735403,-39.637883427354,-39.45,228,228.25,230.5,232.75,233,131,131.85,139.5,147.15,148,573,606.65,909.5,1212.35,1246,35,35.15,36.5,37.85,38
"94","Centrolobium robustum",20,-27.601111,-27.0545969,-21.9166665,-2.535833,3.116667,-76.916667,-60.29166795,-45.15,-29.8366663499999,145.85,176,181.7,223,256.75,271,105,105.95,164.5,182.15,185,1078,1099.85,1478.5,2445.8,2632,12,17.7,45,83.05,84
"95","Centrolobium sclerophyllum",37,-22.399444,-22.1195822,-13.583333,-12.3035624,-11.933333,-44.32,-43.6166664,-41.7333,-39.7577782,-39.133333,183,189.6,232,246,247,105,131.8,157,173.8,204,605,649.8,975,1240.8,1515,18,35,56,94,97
"96","Chamaecrista ensiformis",296,-23.033333,-22.6580755965886,-14.5818055,-4.11873575,-1.836911,-62.62,-46.939206275343,-40.0019165,-34.98195025,-34.824444,183,210,242,267.25,274,88,95,129,182.25,199,723,998.75,1310.5,2036,2508,9,17,53.5,91.25,111
"97","Chrysophyllum flexuosum",142,-29.3395297847929,-24.88518075,-23.3734095,-14.41698865,-2.894444,-52.649167,-47.9996528,-45.082337,-39.07166585,-38.983333,161,167.05,218.5,242,267,96,98,165,182,200,612,1120.55,1914,2517.4,2863,12,18.05,45,60.95,86
"98","Chrysophyllum gonocarpum",259,-35.3869,-27.711,-22.833333,-12.384135,-3.88,-71.366667,-65.15372,-51.1307407863515,-39.5281289,-38.5708,146,176.9,211,246,260,97,116,189,240.1,322,543,914.2,1326,1961.9,3255,8,13,41,78.1,95
"99","Chrysophyllum lucentifolium",166,-22.946667,-22.8624725,-10.0916665,9.45833325,11.31666,-84.6,-80.25916525,-52.6916665,-39.0819375,-35.063611,183,215.5,246,265,276,90,99,136,194,207,297,921.5,1605,3118,4038,11,18,54,85,124
"100","Chrysophyllum splendens",133,-25.283333,-20.3713318,-15.15,-8.0503336,-7.8375,-48.333333,-42.3320002,-39.134167,-35.0324532,-34.866667,198,207,241,249.4,260,89,97,116,165.8,203,570,911.2,1515,2030.2,2212,10,10,47,65,87
"101","Chrysophyllum viride",7,-29.6475,-29.6473332,-27.334528,-24.0871779,-23.367009,-50.132778,-50.1326946,-49.94,-46.2878478,-45.083511,160,163.6,174,185.7,186,154,156.7,177,198,198,1478,1484.9,1540,1806.9,1860,8,8,18,47.9,56
"102","Citharexylum myrianthum",177,-31.775840304,-29.2387776,-24.14,-9.97022200000001,3.754722,-70.017778,-57.4833306,-48.9,-39.4113336,-35.111389,153,171.6,210,244.2,256,89,123.4,183,223.2,239,486,1119,1469,2429,2877,8,11,37,71.2,90
