"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Peltogyne angustiflora",1123823798,-20.668611,-41.496111,"gass84",22951165,219,118,64,1906,308,124,184,236,195,241,193,1184,208,23,64,575,82,420,102
"2",2,"Peltogyne angustiflora",1090889194,-20.7636,-41.5331,"gass84,iddatunl",22968444,226,117,64,1933,315,133,182,243,202,249,200,1148,206,23,64,558,77,405,97
"3",3,"Peltogyne angustiflora",1424195295,-19.7375,-40.287222,"cdround,gass84",22752474,244,92,61,1733,318,169,149,258,224,267,221,1169,192,35,53,530,135,348,137
"4",4,"Peltogyne angustiflora",1796882848,-22.9066598189953,-43.2076685467098,"cdrep",23409044,233,73,55,1932,300,169,131,259,209,259,209,1246,146,53,35,437,165,437,165
"5",5,"Peltogyne angustiflora",1090867735,-19.935833,-40.6,"gass84",22795666,205,101,64,1671,283,126,157,220,185,226,183,1301,207,39,52,585,143,411,153
"6",6,"Peltogyne angustiflora",1123790046,-19.971389,-40.530278,"gass84",22804308,212,98,64,1655,288,135,153,226,191,233,191,1272,203,40,51,567,147,390,156
"7",7,"Peltogyne angustiflora",1424272386,-22.433333,-42.833333,"cdround,gass84",23314013,220,101,59,2218,303,132,171,246,191,248,191,1499,246,34,59,665,116,610,116
"8",8,"Peltogyne angustiflora",1090444662,-16.383333,-39.133333,"gass84",22061301,240,76,66,1270,296,181,115,225,255,255,222,1515,162,87,18,444,299,299,396
"9",9,"Peltogyne angustiflora",1097109594,-15.114892,-39.120249,"cdround",21793462,242,67,62,1032,293,185,108,250,240,254,226,1576,153,101,11,433,341,423,385
"10",11,"Peltogyne angustiflora",1098367371,-22.951842,-43.212076,"",23417683,218,84,57,2015,291,144,147,243,193,245,193,1460,189,56,39,543,180,525,180
"11",12,"Peltogyne angustiflora",1090517595,-18.039722,-39.853611,"gass84",22398244,241,86,65,1450,307,175,132,253,221,260,221,1183,163,65,31,433,208,316,208
