"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Aspidosperma discolor",1801097090,-18.90472,-43.42583,"gass84",22579598,206,125,65,1995,292,100,192,224,180,227,177,1606,380,8,87,900,33,621,58
"2",2,"Aspidosperma discolor",1658212208,-10.23969,-40.23783,"cdround,gass84",20782555,211,112,73,1556,288,135,153,222,205,226,188,616,94,15,46,234,60,232,100
"3",3,"Aspidosperma discolor",1316173533,-3.36964,-41.69706,"gass84,preneglat,preneglon",19356920,269,100,82,599,331,210,121,262,274,276,262,1168,268,2,99,711,17,19,711
"4",4,"Aspidosperma discolor",1423894718,-9,-36,"gass84,rdatm",20532097,225,81,69,1323,287,170,117,210,232,237,205,1699,285,42,57,769,161,282,727
"5",5,"Aspidosperma discolor",1077610546,-9.39765,-36.72229,"gass84",20609839,244,98,68,1666,322,179,143,224,257,261,220,852,141,14,64,415,62,71,344
"6",6,"Aspidosperma discolor",1208844899,-9.23516,-36.43203,"gass84",20575286,206,87,69,1435,273,147,126,188,216,219,184,1263,221,24,63,609,99,143,543
"7",7,"Aspidosperma discolor",1135819133,-10.99833,-37.31028,"gass84",20938145,253,70,67,1213,304,201,103,250,257,266,235,1413,267,48,61,658,150,237,495
"8",9,"Aspidosperma discolor",1087695309,-11.30425,-37.34558,"gass84",21007264,254,80,68,1309,314,197,117,250,263,268,235,1585,273,56,55,701,175,274,555
"9",11,"Aspidosperma discolor",1275056475,-9.02694,-36.10639,"gass84",20532094,231,85,68,1400,298,174,124,216,240,245,210,1650,278,34,58,753,148,153,722
"10",12,"Aspidosperma discolor",1087686244,-11.40661,-37.44061,"gass84,iddatunl",21024542,253,84,67,1388,317,193,124,249,263,268,233,1650,277,58,53,723,182,283,583
"11",14,"Aspidosperma discolor",1090698346,-12.59878,-41.57403,"gass84",21275003,196,117,72,1220,275,113,162,204,183,206,177,741,130,13,63,330,52,295,62
"12",15,"Aspidosperma discolor",1213667457,-17.72833,-50.07806,"gass84,iddatunl",22337519,248,121,69,1327,323,150,173,255,238,258,227,1416,258,8,78,707,28,373,141
"13",16,"Aspidosperma discolor",1095811479,-10.3012,-37.0309,"gass84",20799912,242,87,65,1663,311,178,133,225,250,260,218,918,148,26,61,422,81,153,364
"14",17,"Aspidosperma discolor",1089188803,-7.13361,-34.86167,"gass84",20143324,253,78,67,1000,306,190,116,242,259,262,237,1936,326,40,62,872,139,419,769
"15",18,"Aspidosperma discolor",1094905492,-14.08,-38.9775,"gass84",21577465,247,63,64,1023,296,199,97,242,241,259,232,2378,244,141,19,727,459,577,648
"16",19,"Aspidosperma discolor",1213645119,-15.62639,-47.88833,"gass84",21905571,206,106,70,1008,276,125,151,210,199,214,191,1472,239,7,73,685,29,212,51
"17",20,"Aspidosperma discolor",1090520551,-16.33333,-39.13333,"gass84",22044021,239,76,66,1223,294,180,114,224,253,253,221,1483,164,81,20,450,288,288,404
"18",21,"Aspidosperma discolor",1095185809,-7.8323,-34.87481,"gass84",20281564,255,77,72,1028,307,201,106,244,261,266,240,2039,328,41,62,924,137,448,770
"19",22,"Aspidosperma discolor",1272061926,-15.92972,-48.08333,"gass84",21966047,205,111,71,1040,274,119,155,210,193,214,188,1563,259,8,75,746,35,441,51
