"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Lecythis lanceolata",1455890857,-16.44972,-39.31528,"cdround,gass84,iddatunl",22069937,240,79,66,1296,297,179,118,246,221,255,221,1361,149,73,16,411,304,314,304
"2",2,"Lecythis lanceolata",1632926799,-15.19417,-39.06056,"gass84",21810743,242,68,62,1048,294,186,108,250,235,254,227,1619,154,103,10,437,359,423,400
"3",3,"Lecythis lanceolata",1424730128,-21.29667,-41.09028,"cdround,gass84",23080774,231,89,60,1800,301,153,148,246,207,255,207,990,170,26,52,429,91,294,91
"4",4,"Lecythis lanceolata",1424497795,-18.25278,-39.82028,"cdround,gass84",22450085,241,84,64,1493,306,175,131,252,220,260,220,1293,174,67,34,481,217,344,217
"5",5,"Lecythis lanceolata",1424497777,-18.37083,-40.16861,"cdround,gass84",22467356,240,97,67,1484,312,168,144,252,222,259,220,1099,170,44,45,456,146,325,147
"6",7,"Lecythis lanceolata",1090884155,-20.89528,-41.70889,"gass84",22994359,203,123,65,1953,292,103,189,220,177,225,176,1270,226,25,66,619,81,473,102
"7",8,"Lecythis lanceolata",1077482619,-18.64444,-44.0825,"gass84",22527743,220,129,67,1962,303,112,191,237,193,241,192,1161,253,6,87,658,21,525,40
"8",9,"Lecythis lanceolata",1090878020,-18.36253,-40.16214,"gass84",22467357,240,95,66,1501,312,169,143,252,222,259,220,1112,170,46,44,457,152,326,152
"9",10,"Lecythis lanceolata",1424411644,-16.41917,-39.20222,"cdround,gass84",22069940,243,77,66,1266,299,183,116,228,257,257,224,1482,152,87,17,415,303,303,369
"10",11,"Lecythis lanceolata",1090521497,-16.33333,-39.13333,"gass84",22044021,239,76,66,1223,294,180,114,224,253,253,221,1483,164,81,20,450,288,288,404
"11",12,"Lecythis lanceolata",1090884686,-20.88333,-41.7,"gass84",22994360,202,123,65,1941,291,103,188,218,177,224,175,1271,225,25,65,617,82,470,104
"12",13,"Lecythis lanceolata",1252620350,-19.41122,-43.42247,"gass84,iddatunl",22683278,195,117,65,1904,277,98,179,212,170,216,168,1568,341,10,84,858,35,624,54
"13",14,"Lecythis lanceolata",1090513010,-14.41667,-39.08333,"gass84",21655223,241,63,64,976,289,192,97,243,238,253,227,1994,210,121,18,585,387,502,562
"14",15,"Lecythis lanceolata",1252620281,-19.39636,-43.40206,"gass84,iddatunl",22683279,207,120,65,1978,289,107,182,224,180,229,179,1534,351,9,86,854,34,605,54
