"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Balfourodendron riedelianum",1671186522,-22.286389,-41.780833,"cdround,gass84,rdatm",23279478,228,88,58,1941,299,149,150,243,203,253,203,1147,180,41,45,466,126,357,126
"2",2,"Balfourodendron riedelianum",1585202104,-24.4119,-50.3451,"gass84",23719912,180,126,62,2755,275,72,203,212,144,212,142,1371,159,60,27,450,228,430,253
"3",3,"Balfourodendron riedelianum",1426657946,-23.4275,-51.929444,"gass84,iddatunl",23521154,179,123,63,2490,268,74,194,208,159,208,143,1286,164,46,34,467,186,467,240
"4",4,"Balfourodendron riedelianum",1077421504,-27.18,-52.019722,"cdround,gass84",24298752,178,119,57,3056,281,74,207,167,171,215,138,1937,205,130,15,562,444,495,449
"5",5,"Balfourodendron riedelianum",1135826113,-25.143083,-53.833111,"gass84",23875349,187,131,60,3027,294,76,218,223,158,223,147,1858,225,99,23,556,376,556,401
"6",6,"Balfourodendron riedelianum",1234555408,-24.747222,-52.440556,"gass84,txmatfuz",23788982,198,119,60,2782,291,93,198,231,171,231,161,1602,233,77,35,591,286,591,309
"7",7,"Balfourodendron riedelianum",1270103772,-25.307222,-53.870556,"gass84",23909908,192,131,58,3236,302,77,225,231,150,231,149,1834,217,103,21,542,375,542,395
"8",8,"Balfourodendron riedelianum",1658209170,-25.11311,-53.52125,"gass84",23866716,182,132,61,2986,287,71,216,217,153,217,142,1839,204,103,19,538,381,538,420
"9",9,"Balfourodendron riedelianum",1208837534,-25.191972,-53.870139,"gass84",23883988,187,131,59,3062,295,76,219,224,158,224,147,1868,226,98,22,552,380,552,406
"10",10,"Balfourodendron riedelianum",1801143662,-24.22344,-51.57025,"gass84",23685323,196,127,61,2886,293,88,205,230,195,230,158,1604,202,78,29,555,310,555,338
"11",11,"Balfourodendron riedelianum",1252590039,-24.376222,-51.950694,"gass84",23719874,194,120,60,2807,287,90,197,227,193,227,156,1480,194,76,28,490,295,490,328
"12",12,"Balfourodendron riedelianum",1086916930,-25.300833,-54.111944,"gass84",23909902,196,130,57,3357,305,80,225,236,152,236,152,1880,236,112,23,566,354,566,364
"13",13,"Balfourodendron riedelianum",1423899090,-24.746944,-52.461389,"cdround,gass84,iddatunl",23788981,198,119,60,2794,291,93,198,231,171,231,160,1615,238,78,35,596,291,596,314
"14",14,"Balfourodendron riedelianum",1095853959,-25.296111,-53.957222,"gass84",23909906,197,131,57,3325,308,81,227,237,154,237,154,1823,225,106,23,553,356,553,367
"15",15,"Balfourodendron riedelianum",1455891081,-20.880007,-41.220007,"gass84",22994371,235,106,62,1877,319,150,169,251,212,258,210,1092,186,27,56,503,94,346,115
"16",16,"Balfourodendron riedelianum",1095851659,-25.371,-53.1317,"gass84,iddatunl",23918565,186,133,59,3206,294,70,224,225,144,225,144,1809,212,103,23,560,370,560,373
"17",17,"Balfourodendron riedelianum",1801143611,-23.53447,-51.57175,"gass84",23538443,190,125,64,2460,279,86,193,218,169,218,155,1471,187,58,33,522,219,522,270
"18",18,"Balfourodendron riedelianum",1077481265,-23.89575,-51.954861,"gass84",23616194,210,124,61,2907,304,101,203,244,183,244,170,1480,205,66,38,533,244,533,289
"19",19,"Balfourodendron riedelianum",1095638390,-23.160722,-50.3485,"gass84",23460712,212,125,64,2521,301,106,195,240,191,240,176,1246,172,52,39,484,170,484,200
"20",21,"Balfourodendron riedelianum",1088034572,-25.413,-53.0604,"gass84,iddatunl",23927207,186,134,59,3215,294,70,224,225,144,225,144,1795,217,99,25,563,352,563,352
"21",23,"Balfourodendron riedelianum",1086916288,-25.283889,-54.037222,"gass84",23901264,193,130,58,3260,302,79,223,232,151,232,150,1881,231,101,22,557,357,557,383
"22",24,"Balfourodendron riedelianum",1090580760,-22.87025,-47.07717,"gass84",23400311,194,116,63,2374,273,90,183,219,161,219,161,1317,228,28,65,637,102,578,102
"23",25,"Balfourodendron riedelianum",1090881056,-24.5125,-52.441667,"gass84",23745782,193,119,61,2638,284,91,193,224,168,224,157,1653,234,78,33,590,289,590,334
"24",27,"Balfourodendron riedelianum",1095632235,-24.100556,-50.706944,"gass84",23659424,189,129,62,2795,285,77,208,222,152,222,151,1399,176,68,26,471,256,471,273
"25",28,"Balfourodendron riedelianum",1089279485,-23.391561,-51.942572,"gass84",23512514,182,123,63,2495,270,77,193,211,161,211,146,1278,165,45,35,468,182,468,240
"26",29,"Balfourodendron riedelianum",1086964490,-23.139361,-50.915722,"gass84",23460699,213,124,63,2636,301,105,196,242,190,242,176,1281,187,44,43,514,158,514,190
"27",31,"Balfourodendron riedelianum",1077475149,-24.166694,-52.125833,"gass84",23676669,204,117,60,2774,295,102,193,237,177,237,167,1465,193,72,30,509,262,509,295
"28",32,"Balfourodendron riedelianum",1089276883,-22.391111,-51.941944,"gass84",23305154,222,125,63,2606,308,112,196,251,201,251,185,1176,172,37,44,465,137,465,182
"29",33,"Balfourodendron riedelianum",1089276859,-22.609167,-52.886389,"gass84",23348331,225,127,64,2448,314,117,197,251,205,251,190,1236,159,35,40,441,153,441,205
"30",34,"Balfourodendron riedelianum",1089278100,-23.337097,-51.856406,"gass84,iddatunl",23503876,193,124,64,2531,282,90,192,223,172,223,157,1326,177,48,36,490,187,490,251
"31",36,"Balfourodendron riedelianum",1123823634,-19.815556,-40.697139,"gass84",22769744,236,104,65,1672,314,155,159,250,214,257,214,1191,203,31,59,565,113,382,113
"32",37,"Balfourodendron riedelianum",1086963312,-23.165,-51.165833,"gass84,iddatunl",23460693,213,122,62,2581,301,107,194,241,179,241,176,1351,198,45,43,537,163,537,206
"33",40,"Balfourodendron riedelianum",1587321592,-21.1,-56.716389,"gass84",23037199,224,118,63,2411,309,124,185,248,191,250,190,1355,188,39,42,515,145,505,208
