"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Pseudobombax grandiflorum",1701216111,-23.32605,-51.20456,"gass84,iddatunl",23495252,210,120,62,2496,298,107,191,237,177,237,174,1455,209,50,40,567,183,506,233
"2",2,"Pseudobombax grandiflorum",1585196271,-19.63611,-48.13583,"gass84",22735005,225,126,70,1649,301,121,180,239,207,239,200,1506,270,13,75,747,49,664,79
"3",3,"Pseudobombax grandiflorum",1621081266,-19.27339,-40.72081,"gass84",22657423,243,108,67,1553,321,161,160,255,222,263,222,1161,198,25,64,570,91,395,91
"4",4,"Pseudobombax grandiflorum",1571707190,-22.43056,-43.24472,"cdround,gass84",23314003,172,94,58,2013,250,89,161,197,147,199,147,1811,301,45,59,814,152,736,152
"5",5,"Pseudobombax grandiflorum",1621081279,-19.81878,-40.68594,"gass84",22769744,236,104,65,1672,314,155,159,250,214,257,214,1191,203,31,59,565,113,382,113
"6",6,"Pseudobombax grandiflorum",1621081261,-19.15648,-40.06084,"gass84",22631519,240,94,64,1589,313,168,145,254,221,261,219,1207,183,39,49,523,145,364,146
"7",10,"Pseudobombax grandiflorum",1424505493,-21.81861,-41.04778,"cdround,gass84",23184455,231,85,57,1864,302,155,147,245,207,256,207,1031,149,28,45,392,105,325,105
"8",11,"Pseudobombax grandiflorum",1143428405,-15.65111,-57.21342,"gass84",21905347,254,122,68,1502,329,152,177,265,236,267,230,1371,238,17,66,635,63,604,97
"9",12,"Pseudobombax grandiflorum",1090876186,-20.65906,-40.47493,"gass84",22942549,244,80,58,1705,315,179,136,259,223,267,223,1092,171,45,43,452,150,286,150
"10",13,"Pseudobombax grandiflorum",1424448266,-19.13389,-41.57278,"cdround,gass84,muluriiv",22631483,240,119,66,1705,327,147,180,255,220,260,216,1143,206,16,74,607,56,432,70
"11",14,"Pseudobombax grandiflorum",1424482056,-22.91667,-42.23333,"cdround,gass84,rdatm",23417707,230,68,56,1786,292,171,121,243,209,254,209,917,122,40,32,320,127,267,127
"12",15,"Pseudobombax grandiflorum",1090884188,-20.89389,-41.70889,"gass84,txmatfuz",22994359,203,123,65,1953,292,103,189,220,177,225,176,1270,226,25,66,619,81,473,102
"13",16,"Pseudobombax grandiflorum",1213667620,-17.4021,-50.0604,"gass84,iddatunl",22268399,246,118,69,1316,321,150,171,253,238,257,226,1415,256,6,78,704,25,191,141
"14",17,"Pseudobombax grandiflorum",1423911363,-22.69694,-43.93722,"cdround,gass84",23365826,204,116,61,2240,293,104,189,230,175,231,174,1388,237,24,65,666,90,603,106
"15",18,"Pseudobombax grandiflorum",1123828150,-18.89889,-41.08806,"gass84",22579654,211,113,66,1616,294,124,170,225,192,230,189,1245,209,28,64,611,96,441,104
"16",19,"Pseudobombax grandiflorum",1087692825,-11.03322,-37.73422,"gass84",20946775,242,91,67,1555,312,177,135,227,249,259,220,1022,153,37,47,418,134,190,360
"17",20,"Pseudobombax grandiflorum",1094885349,-13.4925,-39.04917,"gass84",21456503,246,65,64,1151,298,197,101,242,244,259,230,2132,247,124,23,684,402,509,607
"18",21,"Pseudobombax grandiflorum",1094885304,-14.38472,-39.03417,"gass84",21646584,244,63,64,976,293,196,97,247,241,256,230,2107,218,128,18,632,408,521,614
