"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Calyptranthes grandiflora",1676475365,-25.6389,-48.6152,"gass84",23979154,203,76,48,2865,285,127,158,240,167,240,167,2057,291,81,43,857,274,857,274
"2",2,"Calyptranthes grandiflora",1095634343,-24.100556,-50.706944,"gass84",23659424,189,129,62,2795,285,77,208,222,152,222,151,1399,176,68,26,471,256,471,273
"3",3,"Calyptranthes grandiflora",1090142510,-26.603056,-49.339722,"gass84,iddatunl",24177856,171,102,53,2930,266,76,190,207,134,207,133,1548,183,88,23,507,294,507,309
"4",4,"Calyptranthes grandiflora",1090148107,-20.516111,-41.086111,"gass84,iddatunl",22916614,164,109,64,1738,246,77,169,179,144,185,141,1441,224,39,53,645,141,491,158
"5",5,"Calyptranthes grandiflora",1086907943,-23.460556,-46.756944,"gass84",23529918,183,101,60,2175,261,95,166,209,154,210,154,1373,231,35,59,640,123,599,123
"6",6,"Calyptranthes grandiflora",1086906460,-23.966667,-47.1,"gass84",23633590,176,94,56,2373,253,88,165,204,145,206,145,1945,293,70,46,787,223,775,223
"7",7,"Calyptranthes grandiflora",1094713840,-29.335833,-49.727222,"cdround,gass84",24748087,188,71,45,2803,268,113,155,195,153,223,153,1404,137,88,12,386,303,374,303
"8",8,"Calyptranthes grandiflora",1424298112,-19.966667,-40.533333,"cdround,gass84,iddatunl",22804308,212,98,64,1655,288,135,153,226,191,233,191,1272,203,40,51,567,147,390,156
"9",9,"Calyptranthes grandiflora",1086595547,-25.3225,-49.1566,"gass84",23910021,169,100,56,2630,255,77,178,200,137,200,133,1574,207,80,29,554,266,554,286
"10",10,"Calyptranthes grandiflora",1228606055,-22,-49,"gass84,iddatunl",23227465,213,125,64,2393,298,105,193,240,181,240,179,1151,216,23,66,573,93,573,112
"11",11,"Calyptranthes grandiflora",1585201115,-26.756,-50.3404,"gass84",24212392,147,117,56,3031,248,42,206,185,110,185,108,1604,170,100,14,458,354,458,358
