"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Eugenia xanthoxyloides",912615880,-22.44,-42.03,"gass84",23314032,229,85,59,1882,298,154,144,244,205,254,205,1119,175,38,45,452,119,368,119
"2",2,"Eugenia xanthoxyloides",1424371036,-22.474444,-42.931944,"cdround,gass84",23322650,208,100,57,2225,292,119,173,235,179,237,179,1646,274,39,59,736,132,670,132
"3",4,"Eugenia xanthoxyloides",1424421811,-22.946667,-43.004722,"cdround,gass84",23417688,230,82,56,2066,304,158,146,256,205,259,205,1263,155,53,36,449,164,441,164
"4",5,"Eugenia xanthoxyloides",1424176781,-22.5,-42.25,"gass84,rdatm",23331307,232,84,58,1909,302,158,144,247,207,257,207,1101,170,34,47,442,111,381,111
"5",6,"Eugenia xanthoxyloides",1097458895,-22.6546564621181,-42.3918119950037,"cdrep,iddatunl",23357223,231,83,58,1936,302,159,143,247,207,257,207,1105,164,36,45,431,116,387,116
"6",7,"Eugenia xanthoxyloides",1424272498,-22.433333,-42.833333,"cdround,gass84",23314013,220,101,59,2218,303,132,171,246,191,248,191,1499,246,34,59,665,116,610,116
"7",8,"Eugenia xanthoxyloides",1097205464,-22.96306,-43.257781,"",23426322,212,89,57,2047,288,134,154,237,187,240,187,1529,206,56,41,586,183,557,183
"8",9,"Eugenia xanthoxyloides",1097956917,-22.6569559555097,-43.0407567361808,"cdrep",23357208,230,90,55,2253,310,149,161,258,202,260,202,1409,197,43,49,564,135,555,135
"9",10,"Eugenia xanthoxyloides",1090517053,-22.533333,-42.933333,"gass84",23331290,227,96,57,2258,309,141,168,254,197,256,197,1503,229,40,54,635,130,601,130
"10",11,"Eugenia xanthoxyloides",1097940897,-22.913514,-43.448386,"rdativ",23409038,228,93,57,2084,308,147,161,256,202,256,202,1326,184,42,44,510,142,510,142
