"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Lonchocarpus costatus",1503030291,-19.61722,-43.96833,"gass84",22726465,214,119,66,1685,292,114,178,227,196,231,190,1325,303,7,89,759,25,556,40
"2",2,"Lonchocarpus costatus",1226944150,-21.6,-41.58001,"gass84",23141243,235,101,58,2116,318,146,172,251,206,261,206,1065,193,23,60,487,78,363,78
"3",3,"Lonchocarpus costatus",1094924449,-19.65139,-40.84611,"gass84",22735180,243,111,66,1675,325,157,168,257,221,264,221,1174,206,25,65,582,90,398,103
"4",4,"Lonchocarpus costatus",1096932347,-19.23151,-40.35608,"gass84",22648792,235,99,66,1565,309,160,149,247,214,256,214,1198,190,33,56,549,125,382,125
"5",5,"Lonchocarpus costatus",1090630446,-18.99085,-43.78089,"gass84,iddatunl",22596870,205,123,65,1879,290,101,189,221,182,225,178,1431,309,7,85,791,26,580,47
"6",6,"Lonchocarpus costatus",1090630448,-19.00977,-43.77814,"gass84,iddatunl",22605510,213,126,65,1905,297,105,192,229,189,233,186,1402,310,7,86,781,26,566,47
"7",7,"Lonchocarpus costatus",1090630433,-18.9294,-43.80782,"gass84,iddatunl",22588229,215,127,66,1919,299,107,192,231,190,235,187,1354,295,7,86,756,25,557,45
"8",8,"Lonchocarpus costatus",1424238577,-18.77694,-40.44389,"cdround,gass84",22553750,236,103,68,1510,310,160,150,247,215,255,215,1147,181,34,55,519,120,369,120
"9",9,"Lonchocarpus costatus",1123824199,-18.31389,-40.47972,"gass84",22458709,237,103,68,1487,312,162,150,249,217,256,217,1065,173,35,52,470,121,333,121
"10",10,"Lonchocarpus costatus",1097221569,-21.5831,-41.3181,"gass84,iddatunl",23132609,233,96,60,1914,311,151,160,248,208,258,208,1050,178,25,55,461,85,343,85
"11",13,"Lonchocarpus costatus",1094915229,-19.84694,-40.90722,"gass84,iddatunl",22778379,243,110,65,1728,325,156,169,257,220,264,220,1165,204,26,63,571,95,388,95
"12",15,"Lonchocarpus costatus",1424206120,-19.94444,-40.26944,"cdround,gass84,iddatunl,rdatm",22795674,247,87,61,1709,319,178,141,261,228,270,225,1125,187,39,50,498,145,313,146
"13",16,"Lonchocarpus costatus",1424286616,-19.31083,-40.5375,"cdround,gass84",22666068,222,103,66,1581,298,144,154,235,202,243,202,1242,199,33,57,577,123,406,123
"14",17,"Lonchocarpus costatus",1424295471,-18.90694,-40.73472,"cdround,gass84",22579663,238,108,68,1504,315,158,157,250,218,257,218,1142,188,27,62,550,96,386,96
"15",18,"Lonchocarpus costatus",1094812147,-20.38278,-45.64944,"gass84,iddatunl",22890585,210,134,66,2094,293,92,201,227,184,230,178,1405,274,15,78,744,48,589,71
"16",19,"Lonchocarpus costatus",1087630059,-19.73639,-41.81889,"gass84",22752437,225,124,65,1922,309,121,188,241,199,246,197,1192,223,17,74,632,59,466,74
"17",20,"Lonchocarpus costatus",1795915313,-16.00933,-41.29694,"cdrep",21983489,223,106,67,1601,298,142,156,235,202,240,199,947,198,12,79,518,54,311,68
"18",21,"Lonchocarpus costatus",1426768415,-17.0742,-41.4844,"gass84",22199485,213,120,68,1678,295,121,174,226,189,231,189,960,176,19,70,496,64,334,73
"19",22,"Lonchocarpus costatus",1423991604,-22.75,-47.5,"gass84,rdatm",23383021,205,117,62,2427,286,100,186,231,171,231,171,1265,241,26,68,636,92,580,92
"20",23,"Lonchocarpus costatus",1051228225,-19.83,-41.83,"gass84",22769717,218,124,65,1944,302,114,188,235,193,239,190,1205,225,19,73,634,63,471,78
