"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Faramea coerulea",1087706336,-13.91944,-39.46833,"gass84",21551533,226,65,63,1189,278,175,103,211,219,240,209,1520,153,93,15,422,300,387,405
"2",2,"Faramea coerulea",1087707144,-14.41139,-40.11389,"gass84,iddatunl",21646558,201,82,66,1350,260,136,124,211,185,216,181,823,119,33,41,319,118,263,135
"3",3,"Faramea coerulea",1086605489,-25.5087,-48.9827,"gass84",23953225,158,96,54,2714,243,68,175,190,123,190,122,1825,238,93,30,643,296,640,320
"4",4,"Faramea coerulea",1324591193,-15.24972,-39.07917,"gass84,iddatunl",21819383,242,69,63,1092,294,186,108,247,234,255,226,1621,155,103,10,437,359,421,400
"5",5,"Faramea coerulea",1324591175,-15.34722,-39.045,"gass84,iddatunl",21845303,242,71,65,1112,294,185,109,248,233,255,226,1616,158,100,11,443,353,414,397
"6",6,"Faramea coerulea",1316168276,-15.16028,-39.22056,"gass84,iddatunl",21802099,238,70,63,1064,291,181,110,246,230,251,223,1374,147,85,15,395,288,383,316
"7",7,"Faramea coerulea",1587316881,-8.96556,-35.89341,"gass84,iddatunl",20523459,218,80,70,1297,279,165,114,204,226,231,198,1732,282,50,54,765,175,303,708
"8",8,"Faramea coerulea",1424421820,-15.16556,-39.35111,"cdround,gass84,rdatm",21802096,217,73,64,1161,272,159,113,226,215,231,201,1259,144,78,18,374,247,346,308
"9",9,"Faramea coerulea",1837388783,-9.22749,-35.85798,"gass84,iddatunl",20575300,223,75,69,1240,279,171,108,210,230,235,204,1771,298,41,60,819,155,275,758
"10",10,"Faramea coerulea",1587308517,-9.28131,-35.93699,"gass84,iddatunl",20583938,238,75,68,1296,296,186,110,226,245,252,220,1528,268,30,64,731,123,227,661
"11",11,"Faramea coerulea",1587309820,-9.48037,-36.38231,"gass84",20627127,226,85,68,1473,292,167,125,210,234,241,204,1345,230,27,65,672,121,181,592
"12",12,"Faramea coerulea",1587311111,-9.05721,-36.54248,"gass84",20540723,213,90,68,1511,284,153,131,194,225,227,190,1159,187,22,59,531,91,109,459
"13",13,"Faramea coerulea",1086604902,-25.614,-48.6987,"gass84",23970512,185,84,48,3034,269,97,172,221,146,222,146,2019,277,85,39,800,283,754,283
"14",14,"Faramea coerulea",1090512645,-14.33278,-39.02972,"gass84",21629304,242,62,64,979,290,194,96,235,238,253,228,2176,227,132,19,662,421,531,653
"15",15,"Faramea coerulea",1424384891,-14.42028,-40.12278,"cdround,gass84",21655198,202,83,66,1339,262,137,125,212,187,217,182,817,120,32,42,321,115,264,130
"16",16,"Faramea coerulea",1424231684,-14.70361,-39.6025,"cdround,gass84",21707050,210,73,65,1162,265,153,112,219,205,223,193,1222,143,67,23,374,228,328,295
"17",17,"Faramea coerulea",1424313748,-14.77028,-39.20278,"cdround,gass84,rdatm",21724340,244,65,62,955,294,190,104,252,242,255,230,1604,185,92,19,475,308,446,398
"18",18,"Faramea coerulea",1801150846,-22.51667,-42.33333,"gass84",23331305,231,86,58,1925,303,156,147,246,206,256,206,1136,176,33,49,460,110,406,110
"19",19,"Faramea coerulea",1424094033,-21.43333,-42.95,"cdround,gass84,rdatm",23106650,206,120,63,2168,294,105,189,225,178,232,177,1437,282,19,76,732,63,616,78
"20",20,"Faramea coerulea",1090503982,-14.41667,-39.05,"gass84",21655223,241,63,64,976,289,192,97,243,238,253,227,1994,210,121,18,585,387,502,562
"21",23,"Faramea coerulea",1094805799,-15.16667,-39.13333,"gass84",21810741,240,69,63,1074,291,182,109,245,232,252,224,1474,151,91,13,410,315,400,347
"22",25,"Faramea coerulea",1077557791,-14.41667,-39.01667,"gass84,iddatunl",21655224,245,62,63,985,293,196,97,247,241,256,231,2064,216,127,18,614,401,515,589
"23",27,"Faramea coerulea",1077586560,-9.64384,-36.21309,"gass84,iddatunl",20661691,242,77,66,1397,302,186,116,229,254,257,222,1263,210,26,62,601,106,191,513
"24",28,"Faramea coerulea",1260504948,-4,-79.25,"gass84,iddatunl",19494259,153,101,86,305,214,97,117,154,149,156,148,1052,158,43,41,422,143,249,152
"25",29,"Faramea coerulea",1258300423,-4,-79,"gass84,iddatunl",19494265,187,112,85,423,258,127,131,188,190,192,181,1613,174,101,17,487,333,337,414
"26",30,"Faramea coerulea",1090459150,-14.77722,-39.09111,"gass84",21724342,245,63,61,938,294,191,103,252,244,256,230,1814,196,117,15,533,366,490,470
"27",31,"Faramea coerulea",1090486210,-15.19,-39.09611,"gass84",21810742,241,69,63,1078,293,184,109,245,233,253,225,1546,153,97,11,423,336,411,373
"28",32,"Faramea coerulea",1090460058,-14.78194,-39.06917,"gass84",21724343,246,63,61,945,295,193,102,254,245,257,232,1906,201,128,14,558,392,508,503
"29",33,"Faramea coerulea",1440658045,-12.16667,-37.96667,"gass84",21188689,238,79,66,1407,300,181,119,234,249,253,218,1752,301,69,48,746,248,316,571
"30",35,"Faramea coerulea",1090455346,-15.15,-39.08333,"gass84",21802103,242,68,63,1045,293,186,107,250,240,254,226,1626,153,104,10,442,358,428,404
"31",36,"Faramea coerulea",1090489540,-14.48333,-39.1,"gass84",21663862,235,63,64,959,284,186,98,237,232,247,222,1874,198,114,17,533,365,481,515
