"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Porcelia macrocarpa",1806846984,-18.155583,-53.421833,"gass84",22423838,246,124,69,1525,325,146,179,256,228,260,222,1550,260,17,67,717,65,401,104
"2",2,"Porcelia macrocarpa",1086907724,-23.460556,-46.756944,"gass84",23529918,183,101,60,2175,261,95,166,209,154,210,154,1373,231,35,59,640,123,599,123
"3",3,"Porcelia macrocarpa",1585338314,-27.6325,-48.480278,"cdround,gass84,iddatunl,rdatm",24393877,198,68,45,2719,276,127,149,232,164,232,164,1442,202,72,35,548,228,548,228
"4",4,"Porcelia macrocarpa",1090669699,-16.145556,-58.010694,"gass84",22009008,261,126,66,1800,346,156,190,272,241,276,233,1343,248,17,70,657,62,299,99
"5",5,"Porcelia macrocarpa",1090720501,-18.011944,-48.129167,"gass84",22398045,234,129,68,1435,312,125,187,244,218,246,211,1425,289,8,83,758,31,359,48
"6",6,"Porcelia macrocarpa",1090582282,-25.0147,-47.9267,"gass84",23849570,227,87,50,2875,311,138,173,262,190,262,190,2438,371,81,45,1016,302,1016,302
"7",7,"Porcelia macrocarpa",1095614574,-16.5,-39.516667,"gass84,iddatunl",22087212,241,85,67,1389,302,176,126,252,220,257,220,1262,151,56,26,421,223,353,223
"8",8,"Porcelia macrocarpa",1260454474,-15.15805,-39.52861,"gass84,iddatunl",21802092,231,75,64,1197,287,171,116,241,228,245,214,1156,128,61,25,373,204,347,243
"9",10,"Porcelia macrocarpa",1089269782,-22.734286,-47.648064,"gass84,iddatunl",23374377,208,117,62,2455,289,103,186,234,173,234,173,1255,238,25,68,626,91,565,91
"10",11,"Porcelia macrocarpa",1213599309,-19.283333,-44.4,"gass84,iddatunl",22657335,217,129,68,1699,297,108,189,231,198,234,193,1243,253,8,86,704,27,519,46
"11",12,"Porcelia macrocarpa",1090549153,-22.86372,-47.08676,"gass84",23400310,197,116,63,2402,277,93,184,223,164,223,164,1317,229,28,64,634,104,575,104
"12",13,"Porcelia macrocarpa",1228404830,-22,-49,"gass84,iddatunl",23227465,213,125,64,2393,298,105,193,240,181,240,179,1151,216,23,66,573,93,573,112
"13",14,"Porcelia macrocarpa",1097150823,-23.654505,-46.621883,"",23564482,181,96,59,2191,256,94,162,207,152,208,152,1402,228,37,57,634,129,606,129
"14",16,"Porcelia macrocarpa",1139266768,-23.55,-46.633333,"rdativ",23547201,184,98,60,2140,261,98,163,209,156,210,156,1345,221,35,58,617,126,575,126
"15",17,"Porcelia macrocarpa",1090481551,-15.166667,-39.583333,"gass84",21810731,223,77,65,1225,280,162,118,233,219,237,206,1108,130,60,25,362,198,322,235
"16",18,"Porcelia macrocarpa",1144736182,-15.81194,-49.56972,"gass84,rdativ",21940091,241,99,67,959,311,165,146,244,239,251,227,1656,295,4,79,828,22,222,150
