"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Licania hoehnei",1563894787,-16.560278,-39.420278,"cdround,gass84",22095854,244,83,67,1374,303,180,123,249,223,260,223,1305,145,64,20,412,256,337,256
"2",2,"Licania hoehnei",1094931888,-14.256667,-39.028333,"gass84",21620664,246,62,64,994,294,198,96,240,241,258,232,2249,240,134,20,703,431,543,617
"3",3,"Licania hoehnei",1087538287,-13.717056,-39.637139,"gass84",21508329,227,67,63,1256,280,175,105,209,219,242,209,1373,142,85,15,388,287,338,388
"4",4,"Licania hoehnei",1570743922,-23.360616,-45.109767,"gass84",23504038,174,106,59,2214,253,76,177,200,144,202,144,1860,280,49,56,825,171,789,171
"5",5,"Licania hoehnei",1089098951,-23.1142,-45.3351,"gass84,iddatunl",23452192,179,109,60,2252,257,77,180,205,148,206,148,1422,247,21,68,690,95,659,95
"6",6,"Licania hoehnei",1089099583,-23.2218,-45.1805,"gass84,iddatunl",23478116,168,109,60,2215,246,66,180,193,137,195,137,1626,263,33,62,759,129,723,129
"7",7,"Licania hoehnei",1424370970,-22.474444,-42.931944,"cdround,gass84",23322650,208,100,57,2225,292,119,173,235,179,237,179,1646,274,39,59,736,132,670,132
"8",8,"Licania hoehnei",1658209084,-18.2675,-43.521111,"gass84,iddatunl",22449996,194,107,61,1755,281,107,174,209,173,213,169,1447,332,9,86,815,31,562,51
"9",9,"Licania hoehnei",1089099452,-23.1405,-45.0312,"gass84,iddatunl",23460840,167,112,61,2209,246,63,183,193,137,194,137,1526,245,28,65,723,112,683,112
"10",10,"Licania hoehnei",1089103550,-23.1135,-45.0226,"gass84,iddatunl",23452200,171,113,61,2213,251,67,184,197,141,198,141,1479,240,26,66,706,103,669,103
"11",11,"Licania hoehnei",1090575824,-23.373498,-45.080223,"gass84",23504039,182,105,59,2212,261,84,177,208,152,210,152,1969,290,56,54,857,188,820,188
"12",12,"Licania hoehnei",1801097813,-18.781389,-43.435556,"gass84",22553678,209,125,65,1993,295,104,191,227,182,231,181,1523,355,8,87,856,31,596,54
